,UKF243,UKF251,UKF259,UKF260,UKF275,UKF296,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk
CCL2,0.019055996950793328,-0.0700658348326449,0.014369492903923054,0.001800756953011705,-0.05882798857385178,0.009889935418527956,0.03754565557821328,-0.08045811166933546,0.1222655648976651,0.047209033959550825,-0.006837598371271051,-0.003659434048009745,-0.016329299559301527,-0.0139706738303106
DSCAM,0.06318188458927806,0.032383613261671405,-0.035404480810096076,0.0032655806063006288,-0.027604162860814945,0.007672684935062564,-0.00587572302443534,0.010985433362141325,-0.016334178769726357,0.004719899143017913,0.01492203453003655,-0.010941101056710353,0.07542536563227566,-0.06569572471168318
ANG,0.040372642635284554,0.04139212002195995,0.10183372060196937,0.012622929352226055,0.044030052816852676,-0.0155513926024734,0.15936084526283312,0.13678078667903026,0.053721773852008735,0.07666176402950182,-0.008091398852358206,-0.041430189130818286,0.017067821521509985,0.02653931291506515
FBLN2,-0.051844908556939025,0.004838712898698356,0.050059165663002475,-0.06921616351351159,-0.033189217325229094,0.035892721649977366,0.012395562925499292,,0.012548967296517615,0.07759948507205285,0.052314958956225004,0.04326813046120603,-0.05400163768882393,0.03476951294142664
VTN,-0.02457834065461055,,-0.006002980369646475,0.012842522369763852,0.019814430926111907,-0.022076477409406617,-0.016254845970288277,-0.03891390347929234,-0.019263271698087565,0.10269450714050479,,0.06297670131491674,,0.052331154295429144
VEGFA,0.09477822533625457,-0.05686019164790256,0.03979462888171915,0.03011785977200158,-0.033408553461932375,0.003890202388984172,0.13483013548997833,0.2142248658089544,0.03073879223768365,-0.05825312928216517,-0.043831121680655956,-0.04089798576968954,0.011368790801867193,0.04446218859997695
F10,,-0.005448444022111868,,-0.035762684239814914,0.042011817280710656,-0.013971691662453477,,0.06992949066899733,,0.052413512546635385,0.0396460998341877,-0.024159419245682823,-0.03367025982752577,0.0053356971204062366
SERPINA1,-0.03356106718467133,-0.004503296083052089,-0.020230548365515567,-0.029161511406592656,-0.016979857783080303,0.02087019881933,0.045673948120335844,-0.00766739405825124,0.0030068387150336273,0.003959612601935091,0.057424704769021874,-0.06611505384775355,0.0985092980851602,-0.01738531185260042
VWF,-0.024498750018994375,-0.0475642499569392,-0.03616536381069634,-0.13396666411861868,-0.051164530462908114,-0.015585905155232276,0.04981197762437637,-0.052421140870754925,-0.011742531396004929,-0.013738758976257329,-0.004203742157591597,0.021928566126146017,0.03480320708770417,-0.058472154209390746
GDNF,,,-0.00032844353528313134,,,,-0.01956200055782837,0.05547934965435744,0.07759145226021531,0.0912300071918127,,0.05745641208404816,,
VASP,0.04870027082273293,0.0314618428360806,-0.0008175738853974833,0.004520675304743713,-0.018477708790987972,0.00927082506485669,0.10351416417049948,0.0872351085042259,0.02111815740312387,0.02781300234936769,0.052251528553226484,0.033491347067277404,-0.00039742447556657224,-0.003931676280269089
ADAM15,0.025901147210236272,-0.02190209052036878,0.030975625113682827,-0.020109321205610695,-0.02779273120903077,0.010339173397640324,-0.02488227185761177,-0.2283369422433859,0.027815300988283394,0.011536455296714845,-0.013348022727177498,0.022045173651259634,0.12615284246317773,0.005920713469151505
WNT2,-0.022076415364454878,,,-0.0053437117747216325,,-0.018783675680334296,-0.01830713221453059,,0.08268643770543635,0.12633917637727862,,0.005792733407998537,,0.06189824981908683
CALCB,0.10171261664567492,-0.026589019186663388,,0.010110504791146668,,,,,0.07445788200514553,-0.03455316800980063,,-0.02178953152656341,,-0.005959896139485746
OLFM2,-0.033689054012673796,-0.014965227383085873,-0.07392249453962073,-0.030071961444754897,0.046723680072661644,-0.02452083813689005,-0.0006623596857070812,0.01654120625057935,-0.026670315680024106,-0.018394539544183065,-0.0330181372545123,0.005137276665188733,-0.008100671709275925,0.06056903184398834
MFAP2,-0.02962345495756823,0.020611860123499554,-0.040254173253571696,-0.013779366271705734,-0.02490896293804374,-0.032355525819649705,-0.04578829271421431,0.051734459445660345,0.029264312353794897,0.06633692474346002,-0.025748190307415396,0.025075143468477088,,-0.012844726828615517
HLA-C,0.03540568303269796,-0.07145922830572794,0.047636835623370545,-0.03928732039927925,0.0006475166227971498,0.002170780328530318,0.09039329076452307,0.002487766073660322,0.04979229529365337,-0.0025389148976747685,-3.233179380005004e-05,-0.00713398199340358,-0.0017467585138450715,-0.06523362018456036
THBS1,0.07066978175263465,0.04959265613177103,0.009526060129994645,-0.005511144966183786,-0.0655626676458154,0.015953983985451874,0.0250006426921509,-0.11768563308575694,-0.01286683075074227,-0.058068087641710855,-0.07404660241303739,-0.033319177644143896,-0.013226093690684065,0.010644319467580106
HSPA4,-0.0783246689348269,-0.03840916898816647,0.05392976324344052,-0.0061842176183959895,-0.06653446555037235,-0.033319618515546115,0.005703333144822908,-0.007307375019600932,0.015893091630312377,-0.0021222458475239105,0.0056495117148929255,0.07858815753383704,0.019929007785273723,-0.04561914538883173
LMAN1,0.01213938491687258,-0.008890690998412784,0.02653268633134127,-0.003880339942961262,-0.03886210498883882,0.028388822957853395,0.04947533590081311,-0.0031392997454514644,-0.02034065096862352,-0.011193508412809455,0.0005171693562755327,0.016108899345981018,0.12089106067960666,-0.008481668937604983
LYPD3,,-0.016941219973665583,-0.01551840565372181,0.004185406018189526,-0.013279517005762067,-0.021936715014220756,,-0.0132641000020425,-0.023046286593168316,0.02709044538993453,,-0.022216933642171883,,-0.03278520467909358
APOE,-0.10587245151343984,-0.0608324897085353,-0.04954630055094677,-0.034379689301444555,-0.03299836429740997,-0.0062269789804723355,-0.05388255601529769,-0.10513075039315581,-0.0481286694805498,-0.01378726114759725,-0.008667368627206348,-0.05514047246309064,0.16132137532141347,0.017505806230606137
SOSTDC1,-0.027957789655504935,,,-0.03938237811681275,-0.022940646300670484,-0.017249795914998495,-0.029745740579795753,,0.028895756244080167,0.04137662576485028,,-0.037685733430409124,,0.004128230752299532
ANXA1,0.11191663872638062,0.013448078361249656,0.06970224005926853,-0.030347762537121053,0.03888305897320965,0.018874914122987734,0.09119206077271541,0.06951228646979955,0.08631493817934902,-0.01212531160771945,0.0012820088128474069,-0.02989574396022328,0.0073619208758641695,0.01264226185045989
WNT2B,-0.02736098839595494,-0.010098419037482707,0.015070153004369213,0.0028607765447706147,-0.02447988293070114,0.014679847725795258,-0.03203268405636922,-0.12283275071871588,0.04050198568149699,0.013430826825070592,-0.055641673280116016,0.036995369749055415,0.09255579679828903,-0.01707095713724391
AMH,-0.03294554192033282,-0.022748223169393567,0.07101268202976105,-0.04759653475495716,-0.013671894150653438,-0.018621219208651226,0.029704386212899045,0.031271989917549724,-0.0026169920357137348,-0.02357356981243188,-0.028061327135712317,0.020741899170058364,,0.035871231565915686
GDF10,-0.02154482344254064,-0.019059149579449642,,0.06759575579128323,-0.012773352891005207,0.005606164369668938,-0.037634714002397845,-0.04184850834887857,-0.02598626423161887,-0.013790913392359829,-0.03541654627785588,-0.005347851215145127,0.17417416559825732,0.018627023518549782
EFNB3,-0.013908278334245183,-0.02141075670873586,-0.07076453302138024,0.047048011737030514,0.0007088020720813714,-0.02595343854451083,0.027832162113096894,0.05024907397722035,0.0035259603344391954,-0.02543776946886531,-0.018365254798099903,0.027905619964969066,-0.07560587949597483,-0.07157781351626613
LTB,-0.004572419295056961,-0.027805110080568324,0.003916751264533015,-0.04055971510056464,-0.016502861539279563,0.03302925695612712,-0.008388838453320018,-0.021282640024131372,0.0932117518500094,-0.024473524471189428,-0.04991377959426191,-0.016485992528485188,,-0.0465859182736478
ANGPT2,-0.06626721287288594,-0.03502720441284926,-0.004257365237792538,-0.039088230526904556,-0.03436864522148565,0.0817866966634411,0.06018819733753543,-0.07613540089714034,0.029082948689831033,-0.0025859736628139666,-0.023762628961279984,0.03286636255425409,-0.02721254786860471,-0.08867456717027505
NRTN,,,,,,,,,,,-0.03541655898337504,-0.012420918086512857,,
ADAM17,0.032751535704914375,0.022082626758286938,-0.010513702375829543,0.07684075069897779,0.048473715396923626,-0.04425990307793978,-0.044224931465474716,-0.022114568490468507,0.02460132864132411,0.022304467630311485,-0.06981053135638023,0.037513623621191323,0.04826660329294632,0.004675661910781475
LRPAP1,0.009471719025071044,0.01621465697749293,-0.0002733575783590456,0.11076453211114445,-0.014397071240290596,-0.030339958767618493,0.036821811205969154,-0.07016353136043288,0.041787400327676555,0.028078469124618654,-0.018646243061801546,-0.05516955024180265,0.13860676861238172,0.018396403132937028
NID1,-0.01181521587970546,-0.018649354317863107,-0.023731983222960787,-0.018186763727350033,2.7018469495456473e-05,-0.008748401580045688,0.03512147120666137,-0.17711833458788148,0.01998065120277872,-0.02058590973379997,-0.021198221138255466,0.02645260861540967,-0.07336814833381726,-0.07191654129536733
MST1,-0.02385769419272352,0.00782890241378268,-0.025961628731559022,0.010674489763988652,-0.024246149542444004,-0.02256546446372655,0.06854479138559794,0.047119437845157736,0.03139985133873754,0.05522130620985212,-0.0381530271386017,0.020160833397714368,-0.03621880359166961,0.023806533466228946
IL13,,,,,,,-0.02294251292279013,,,,,,,
DCN,-0.05149995927305107,0.004409357421718574,-0.02039823909542179,-0.09513774985981106,0.006309848752110293,0.02716118419312289,-0.015801888570666455,-0.03504579644777458,0.0126415601575193,-0.012341236215374229,-0.05122124898377135,0.013019467530702654,-0.0022031722839947277,-0.034746116215250936
IGFL2,,,,,-0.011243784223832437,,,,,0.02843389748653599,,,,
COL7A1,0.10413564282689675,0.06512597905200221,-0.016429123809363816,0.07188970756505075,0.07775808044781068,0.0108174509555472,0.041736405322505575,0.04713326664384659,0.023394461977775123,0.013246600750901515,0.05702381152809696,0.035505653190129875,0.10900417060658621,0.016615523069540946
CALR,-0.06990248021085989,0.028669853952974427,-0.054257384042414585,0.02058453759529756,-0.005137424086086916,-0.006035248904641471,0.08967795630954552,-0.09284306540791733,0.06391075595813955,-0.015018098758016254,0.001093622490749791,-0.01662208383738506,0.018527384572999964,-0.035516901402292404
PIGA,-0.0263885780686924,0.061466607922385924,0.06674139279255537,0.009966589707818,0.027199824663891908,-0.05400856144665673,0.009409966501218435,0.05786925277237202,0.04913390681662501,-0.010926589710062854,0.02733748000932492,-0.0498371216259375,0.0030807620351402847,0.011056503348234721
CD200,-0.03980114212320385,0.037109523734225665,0.011802959667654385,0.01804015303464682,-0.015189670545561496,-0.018449572831668225,-0.03773651733672216,0.07043947119919293,0.036072698618229974,0.018934605217176877,-0.04239150681667839,0.05629790966284052,0.016809367183266446,-0.024095973770370375
GRP,,0.14633999699079545,,,-0.017457335551147774,-0.023033141305493138,-0.019763855804661775,,,0.03730096526779978,0.015168075432871067,-0.013623716937310223,,-0.033638057507953054
CDH1,,-0.004031941868686868,-0.034360328989911024,,-0.0360012252073382,,0.011212651684272459,-0.0450575647000961,0.014311914103888938,-0.01251172371722922,-0.034101202641900676,0.055187881553705964,0.08157707412686771,-0.007106899852653364
LPL,0.02189504273605563,-0.050574472988061614,-0.031536294100661645,-0.03731783380744617,-0.047555579196607405,-0.0029632121027525285,-0.019329454058841598,-0.010394762635951052,0.004533349783941576,0.10260701740391318,-0.03507798078311465,-0.0021550286768678,0.029551618885213717,-0.01768202351696499
SEMA5A,-0.012287220148976976,-0.045190627630700884,0.03660046245848719,0.0440061168828404,-0.048019104618561806,0.0001828181683017276,0.0494125473911892,-0.09058387585081872,-0.013398500754727937,0.04050448966794636,-0.02142212918885877,0.04967829557894989,-0.06989957517215138,-0.020052078605525138
SEMA7A,-0.036499854179769683,-0.0037196579795640487,-0.0022884581811931357,-0.05941494652102949,0.01187298620714451,-0.00459880402231356,-0.011448276398937193,-0.06073684569983466,0.02867473105507855,0.05448069580876314,-0.02863322474650951,0.03789456227579965,0.03554540317615349,-0.014008121467800257
SEMA4G,-0.030155964274843437,0.0590866978223881,-0.00990373817503128,-0.04289631217795136,-0.008211127027115253,0.0023006941757172683,0.03992090318840957,0.20058100435123205,0.08254301671222371,0.060296441971392764,0.00029481143503971223,0.008400422234759983,-0.05106461702477843,0.019379166088761977
SEMA3B,0.0397053870714124,0.028324072820887752,-0.04119851117278889,0.05703321076608799,0.03133787499610987,-0.01661741863753033,-0.03180519893832477,-0.13343141435317743,0.0433507607282656,-0.04523770929150626,-0.004465659631348329,-0.007411759032586361,0.13136072679899516,-0.0029874925302416735
RPH3A,-0.03865722915494421,0.04230011848048083,-0.028499227155661673,0.008360238330335643,0.011805281791870358,-0.007682913046227045,-0.02468353453608197,,-0.023840653350764,0.047017797852039946,0.016437884590332283,-0.003381406162285338,0.003176371599523501,-0.04994590691650124
JAG2,0.08960708603709712,-0.03789758209743099,-0.05516582506954421,-0.06377064615884459,0.01880878713642538,-0.01848842402885887,-0.020226170816717706,-0.03128110541199482,0.09093608384466711,0.07123475434143926,0.014142208229533593,0.01531915829368179,-0.014134102911877632,0.0022030750331051003
CGN,0.00930726059225865,-0.006545912168895121,-0.010847810888112656,0.0448026875655103,0.02296125717469005,-0.017444388603694922,0.05599104524823768,0.06529103231359429,0.07402882667830603,0.09054882371630893,0.006050227249651814,0.034178020134407815,0.0042211516613871285,-0.014871880527515561
GDF15,0.0030578387614484765,-0.012539231931200497,0.060211338636608776,0.008581108962980123,-0.02305827219376103,,0.033712878042323945,-0.029148656039203656,0.09018871314650047,-0.009502286194670848,-0.05453366165145939,0.001192089285888861,0.14133567341066397,0.011359875330786811
SEMA4F,-0.05412168261585228,-0.007205699007088414,-0.009380698662321017,0.0048865520845883135,-0.00988181939940767,0.007022779417134983,0.020865198457859238,0.14988085523784236,0.02157427740676711,0.06962120738619576,-0.036188515649885164,0.00989855562145962,0.04466145296523841,0.02116987170822301
NXPH1,-0.04506475256569817,0.05409535922398372,0.009511878233683014,-0.024756360354956868,0.04651484174104571,-0.006540410236008826,0.0162476659076143,-0.05924129198741121,-0.026431513972944395,0.059681148377371825,-0.055668281192897816,0.03413188952931546,-0.11002629792850069,-0.01141592551081969
ARF1,-0.06597719638205163,0.036652134817954006,0.05126738650235783,-0.07474098481260541,0.057143819911518665,-0.013531070300439875,0.034130290143775985,-0.07458207784097912,-0.03974663334396577,0.031255655176958136,-0.024685465614413878,-0.04631912695321902,-0.01243861805569393,-0.012051923175981165
EBI3,0.008915635914438462,0.010931678528872892,0.0034443023262023093,0.10312052276040998,-0.006788755419060928,-0.0336258803625407,-0.01727058441207917,0.010148730994844115,0.10661355869586456,0.005808369158566552,-0.018950141023638165,-0.0273869427849577,0.0009186306948727761,-0.014790061050483513
TIMP1,0.008266821355759372,0.01633670956883162,-0.0018476970736970395,-0.04798234102593617,-0.08031899675172467,-0.05183593436530845,0.07637006411153306,-0.022970772917868764,0.05738904849499961,-0.050962132612367594,-0.10096579482167885,0.004527887700541069,-0.06757534196761669,-0.026072759219472864
SEMA3C,0.02085033240238732,-0.009678440015087447,-0.014212132487534392,-0.030645402718987625,-0.022857090697430277,0.030618184981165076,0.0011354173129624807,-0.06658787570731749,0.09713575560814548,0.06761030403075056,-0.0008314127480278857,0.018954872887271098,0.12209477176706426,-0.04356884023196739
GAS6,0.09605232683007539,0.00972293897285446,0.005898338459924772,0.027279342804396284,0.027242276540010348,0.015592568381933751,0.11181771145338788,0.16268283471127645,0.016560393126294568,-0.01226190034028264,-0.01863438985581854,-0.025087147023242738,0.001235403187421242,0.03940135939251648
MEPE,-0.022337927991300136,,0.03935990205755103,-0.06155736904654306,0.031820815711082,0.03497241400890587,-0.036241174330712195,,-0.02916472311361605,0.0838312389949491,,-0.021023778374977892,,-0.031973982321376285
SERPINE1,0.05161383106964175,0.02080047995824037,0.0549722411562636,-0.020835797908897353,-0.026792494160227665,-0.0008484491466456206,0.09671368394388274,0.013068512338107623,0.049399818493182764,-0.0285383169066081,0.06855237865625645,-9.472385561595788e-05,0.03753532172441922,0.045223017195609214
RSPO2,-0.04491671187599164,-0.02532275989127279,0.09715059771849972,-0.032562284465619054,0.015646057380491435,-0.012287594250134145,-0.04285269384045875,,-0.023565278386106177,0.015838566941337392,0.05644358422501842,-0.028320182029767573,-0.06479958638346585,-0.02292317765122157
SHBG,0.06861706062887626,0.0028194860295579762,-0.02806086150709067,0.014028471508856027,0.011383077229423883,0.06717464500823582,-0.015764334703145505,-0.07225775960982767,-0.025251208597924815,-0.001588821522986115,0.10250524394216969,-0.01976903989722334,,-0.02809306915607487
LGALS3BP,0.012297589049864449,0.00869073971330445,-0.0783036238356786,0.015474557120763224,-0.05786048043422078,0.004235996955828088,0.02667774056077127,-0.1151762176122035,0.052739559582306805,-0.017420762701359935,-0.07744282407304325,-0.017004060135897708,0.019939819142310224,0.021258928584095234
LAMB1,-0.027695261674100632,-0.01974052639951829,-0.029378099064704,0.008471245964540979,-0.059851803042331495,0.050470859843364316,0.07277411282208213,-0.02174648681111551,0.04169985911068104,0.0015658159041568676,-0.046542253849481345,0.0012233515340738278,-0.07039826644319278,-0.09256011326645153
SPTBN2,-0.049375157552247494,0.037762988807906225,0.021244030147936084,0.01706278065741318,0.025862713454974998,0.024876398331880337,-0.09477485242514133,-0.07505608833164353,0.04339475610260331,0.046180144713031994,0.004305833694416172,0.005682567842353337,-0.04402078884694514,0.022431136938796285
COL1A2,-0.06340823221061972,-0.004317573172107279,-0.038363993734285194,-0.017892736661766648,-0.039587227936440456,0.02281835310152405,0.061755350656978666,0.00942624116495152,0.007023575913278178,-0.023331293970662262,-0.03476818428581526,0.00906159520671855,0.03430231848922238,-0.04415599037991124
DEFB1,,-0.014319612338792123,,0.04360895203966683,-0.010017549555029827,,,,,,,,,0.0070870687909318055
CEACAM16,,,,,,,-0.028615838146365667,,,,,,,
SCT,,,,,-0.009207362521180349,,,,,,,,,
WNT11,,,0.00035664719127067966,,,-0.03404603991862318,,,0.017757284767670394,-0.028139925387411713,,0.02476294182279838,,0.0538928212596826
LGALS1,0.05889316370482931,0.04938995308423153,0.05913451902689586,-0.07227681062537983,0.03266626504118712,-0.029932175493187146,0.060710186516877665,0.0515779056287381,0.05661521237245615,-0.04567498409689121,-0.05567944798036229,-0.01108298508807653,0.016664612322508484,0.013521878353154316
BCAN,-0.030808542687413537,0.0003494355693671915,-0.07181681036738906,0.02015421260964192,-0.01502814830725785,0.03349951812189387,-0.04142327452505412,-0.1962902118731756,-0.07175412564450911,0.05492823805923162,-0.05154341714450612,0.0637265966038146,-0.015313703429182916,0.010899538289925313
ANOS1,-0.005244037850238757,-0.04619168895969236,0.021902984530974137,0.024705853209028458,-0.042899079111397335,0.01954656432977814,-0.0005213649761763783,-0.11207654416512135,-0.017392101813118028,0.03441234652999804,0.007864556310962488,-0.04034668875581255,0.07090146084461475,0.022266516809902506
EDA,0.0733001279578393,-0.0295487773640858,0.11047927148077298,0.00022953567701554866,-0.014427030615105797,0.001707735489658238,-0.014422971797953557,0.09028244759721508,0.040389282400499944,0.026921990112830276,-0.03203230102173744,-0.027970250806645777,-0.04351296447600461,0.0015514368674525213
FGF22,-0.00019736975183161414,-0.019717884327965354,,0.014012253640211466,,0.09118785329958434,-0.03576712104353779,,0.00851574734287398,0.035808586983942535,-0.009459483619939967,0.05105611228019636,0.025633759664618356,0.08410779849654987
SHANK1,,0.06412785827358386,-0.008709732917888234,,0.02687944316930354,-0.003133740183050292,-0.022051653980227476,,-0.0006742419852625471,0.04008611444202908,,0.03037116018595005,,-0.037849313588760675
NPVF,,,,,,,,,-0.01907311532513753,0.009747970692513144,,,,
RAET1G,,,,,,,,,,,,,,-0.0231067987414571
TGFB1,0.019367720463321563,-0.029774749636433184,-0.01986624375605362,-0.02323237202346339,-0.021936406250918264,-0.010256755111857757,0.088301813730947,-0.049068213216529225,0.0037102949958531467,0.032797126426132785,0.003595898063476078,0.00871810091067098,0.030896747096507644,0.03508290861402006
MSTN,-0.031984746651437516,-0.01765182858300991,-0.016252298495289648,0.06605573552380156,-0.024325699143115893,-0.0021225383000879595,0.07583687918271341,-0.06152652707482831,0.01866594099068081,0.023584712110663698,0.011460353515018527,0.1202474837260343,,0.0006032934835867511
WNT4,-0.02457833754458502,-0.018721745191271653,,-0.035170752900732336,0.06457711677740602,-0.02731299235248399,0.009208136758994333,,0.06791375705484419,0.0920074188356142,-0.02733736536654731,-0.00029477303936999546,,-0.0155826632226842
TNFSF4,-0.014022698896709991,0.031801455426401726,0.03899293069072168,0.007671381425981212,-0.024207741263400268,-0.0038112760769902056,0.020145150647577843,0.014678289494823612,0.043340350906319984,0.13952357881015154,-0.04211717876590096,-0.014045443990763089,,0.0372770271522747
NTN1,-0.0391317205282538,-0.00403715518020677,-0.029970187440420702,0.014734418245047173,-0.00898300107402351,0.05662558534777146,0.05886992143768041,-0.06300905832449846,0.011165333606960148,0.010916587005847673,-0.05683471225968326,0.004807536498487634,-0.03583212018008489,0.052791951312303666
CXCL12,-0.05840131372953859,-0.0242892765086814,-0.04254019150454384,-0.039767503955645,0.014330206102809403,0.036165649841941025,0.010941888978222916,0.03517820324454342,0.06820086563885074,0.014272872350093892,0.009147131983851314,0.03091653177984331,-0.04993079773370414,-0.029111348678315385
GNRH1,0.1165151677845922,-0.013448788761524806,0.006615965661742904,0.06252482852451716,0.03220873728319041,0.012705135497170787,0.04960041997176456,0.11158022034825998,-0.04035159054609815,-0.006966707427927214,0.049764504034091966,0.018458495860833292,,-0.03169174364402646
FGF8,,,,,,,,,-0.02876671047766657,0.026764287191555092,,-0.025131451062528298,,
RIMS1,-0.03852281781371926,0.10285196588843111,-0.03946391356221145,-0.05395130719501215,0.012819267225220757,-0.005591879512268794,-0.057583653693744206,0.031946615507685704,-0.010780161873184098,0.04486570570883388,0.03674148077193497,0.033885713390236945,0.0831412655272437,-0.03414865237395565
FGF14,-0.05016280873089093,-0.0506759394748234,0.03390393926197616,-0.012418154101601287,-0.004589741247977646,0.005450301882730916,-0.03570631067157437,-0.06302497697097957,-0.010009313949632438,-0.0194549280998679,0.050540614564354935,-0.0114210049693554,-0.03325059308153556,-0.12387406731739517
IGF1,0.016894083715437467,0.023550817485128932,0.03900232695033901,-0.017133954944363466,0.06412838492388716,0.016421473377579723,-0.03492510101687642,-0.05577045737700004,0.03541534038353645,0.019918183094892582,-0.016138342185039636,-0.03574177331678618,-0.047996810256742004,-0.026763130337158804
TNFSF10,-0.07328929041130348,0.021038625592667105,0.010075666695819122,-0.04718261768354084,0.004401808327216113,-0.030507022951506656,0.00662631578000067,-0.01881060466514856,0.07906877202472205,0.06192974995756078,0.021317530639462165,0.022028908174278466,-0.03671015351855072,-0.049170810711457895
GDF5,0.03811490526722348,,,0.08065240630388178,,-0.020341574859840048,-0.016011388816848784,,-0.013686479755064263,0.07851057695107175,0.04732479112518083,0.01356078984565796,,0.08372439758662346
CHAD,,,,-0.03598119441438321,,0.016829575184671448,,,0.04413103075106534,0.006891185226407717,0.03628944215713659,0.03791768331076885,0.07973682832517712,
RGMA,-0.0076588360813167914,-0.029305172184072355,-0.07413428789883623,0.06024133780152147,0.015690299589273815,-0.023674870424655027,0.019384161054737493,-0.09043739803269377,0.005714036428187624,0.0989332446634556,-0.03461276496369734,0.007462436377430761,0.0017911504938578236,0.0838072270020928
CLEC3A,,,,,,-0.002974786555227066,,,,,,,,
WNT16,-0.035283368568188214,0.07567277571511541,-0.027109136651406136,-0.027166916415290364,0.07261718605320219,-0.02620899718178724,,,,,-0.025444195802182105,-0.012420916447078467,,0.021593328499421038
CX3CL1,0.012582032697229423,-0.043362148320045965,0.03700111015442685,-0.008736486962303032,-0.012015950522206607,-0.001469302443468373,-0.007657390816454749,-0.15017099652952964,0.06936866719379589,0.034903034733550116,-0.012061506927972329,-0.03589564360252028,-0.03877031546801813,-0.046687639930440686
FGF1,-0.022349714499532828,0.0023098688173986215,-0.10133737049353107,-0.03743534102049233,0.04325611478073762,-0.0022268662776028137,-0.07186706626923672,0.049837246640198736,-0.050700551103114146,0.005936764220996064,-0.026212264526424424,0.011390359682327102,0.15092033930897486,-0.02584206129764918
ALOX5AP,0.03342316080567773,-0.0009118433277772051,-0.0035637976504089273,-0.03630797123460845,-0.03880114023175209,-0.0358662129266689,0.0113360965889474,-0.07624296043171833,0.1084275159613038,-0.03081443025056909,-0.04654392971837981,0.00559488575628868,0.06760625027345368,0.04142979705947589
IL1RN,0.0040720168129781305,0.013182169203892074,0.05197986189685221,-0.07004239283980451,0.02192057163434602,,-0.017195736638490236,-0.014821393626826725,0.09814656431897424,-0.025150929973520787,,-0.023265603010750518,0.005328792025306392,0.1017154721301218
PCSK9,,,,,,,,,-0.016636753989456257,0.04103146380594066,,-0.012056439739855762,,
NPW,-0.05372377625068165,,0.038156502329400696,0.04576057873090365,-0.012773354094829612,,-0.019152306691946626,-0.017712272260272034,-0.016488692464080107,0.04382523790893088,-0.028416892688481382,-0.04435943211869127,,0.0030676307283876926
CXCL9,-0.0323644926001517,0.006197289129219392,-0.010918649472955807,0.03467921157003645,-0.024851112181074286,-0.02034157153556278,,-0.026445910681912457,,,-0.03333351279330502,,,0.028836302382655853
ANGPTL4,0.07196519225487474,-0.02313027742623049,0.05220024465728823,-0.010089663730179478,0.025206537375330032,0.027844464171800937,0.1344626055689798,0.1578503659676659,0.06380872783218688,-0.045164125680970155,-0.04090877977357467,-0.0058821990201948495,0.025799695653053383,0.02434664507687127
UCN2,,,0.028079271212972358,,-0.01442703150486023,,,,0.06687449325312404,-0.04463376197260152,,-0.013623716937310223,,
COL4A3,-0.03403080709236172,0.030952326594089277,0.012565953133639498,0.044679157916226994,-0.01866289549689137,-0.0292643169854891,-0.021685918983741267,,,-0.020332642454227726,-0.013220355380384342,-0.019054313446902945,,-0.00997107145518584
NRG3,-0.034571959976218564,0.031186204369655687,0.0412381973778292,0.036902246966392216,-0.03328367489688251,-0.024719627598517774,-0.058181050628672897,-0.04184853484924842,0.0045643514582701505,0.045288101660038126,-0.04404273086132744,0.017681585745416777,0.022594882565658225,0.009556165715606546
IL23A,-0.008625442537008416,-0.019391111975325736,0.04866175261234465,0.007033111339446723,,,0.050696294182127115,-0.0692206492736456,0.08717413549113617,-0.03299923390888309,,,,-0.014739871158228684
COLQ,-0.030228060410434226,0.008976221336044731,0.014174800741407777,0.006966689573205835,0.04013430238620029,-0.002353231147270072,0.020422877278684384,0.04782948913637073,-0.02460719294704084,0.005839120860769442,0.04429898364265093,0.0928855265545395,,0.05995850601762418
SCGB1A1,,-0.014751816119623085,,,,,,,,-0.007303585278077709,,0.012507159028866378,,
TNFSF12,0.025725128710559618,0.031608576578620026,-0.044845916463893985,-0.03679682199234628,-0.007004009105758843,0.03265812719969268,-0.014479240390609095,0.0014887753083159857,0.03670729096166631,-0.040490674822714234,0.009056531583477547,-0.0480325524218665,0.056834890776718924,-0.01905922676939872
DKK2,0.03432924852430689,-0.017311055414577094,-0.013823020252733947,-0.030028939808114868,0.0035838136431589228,-0.013997165703291547,,,-0.019638526174891997,,,-0.016056344268280624,0.05419246459570044,-0.02574195506072099
FYN,-0.014878606503637,0.0028584316660623748,-0.09017639501554553,0.00426470440918763,-0.03688845951963972,0.06215236299939069,0.00758533945136418,-0.02273771842206912,-0.062024412577045086,0.04921055266303785,0.013952645024769717,0.008960657823462781,-0.010046878559350342,0.03290846738201277
ACE,0.010803151742632848,0.014444522097352799,-0.029428424175108252,-0.039213676334675734,-0.023580507652525548,0.03209773522594248,-0.013726106023713828,-0.045131103199728205,-0.02589721617191558,0.0036268825576421995,-0.01829519330656622,0.029263529520334543,,-0.06831775485715565
IL18,-0.050709519671632425,-0.006332962133874669,-0.01723566444341972,0.05273278783725046,0.051779858200863164,0.024701311725074143,0.02675695010229827,0.06784845088673223,0.01352913863355704,0.0055210443998189454,-0.05607054438235729,0.006220872008427192,-0.020560274395427913,-0.004909185264005176
PPBP,,,,0.047603437195860396,,,,,-0.020370098222328745,-0.03041653409908419,-0.017393700681149104,,,-0.005431916505841439
