,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1
MICB,-0.029260890113476795,0.07581101850473547,-0.04205055490571031,0.01971115913889251,0.06445663583188292,0.02290875318711797
MMP13,-0.004663198577549954,-0.01924737220809698,-0.02384389486590493,,,-0.01734248886941382
F13A1,-0.05954432674406301,,-0.03591316108546607,0.03221550071138409,-0.08050051544618994,-0.0344105742550047
CXCL11,,-0.00834885770371829,,,,-0.02825334790559829
COL5A2,0.014282192792953596,-0.019449785938942424,0.014045801187218699,0.002208921875676977,-0.059393056889596556,0.07744399614145643
EFNA5,-0.03540417726394863,-0.05537412327768944,-0.023482670645043145,-0.04200839477077844,0.013777735584866908,0.027376256756453433
AREG,-0.05049232386865399,,,0.015860383820257458,0.042856817155216845,0.09795403125449288
EDIL3,0.07950125565160034,0.07712205903246054,0.004986777677380576,-0.033483656938509375,0.017885453395869524,0.07968615530650038
CD86,-0.05023025873932834,-0.02858444374861364,0.0029381768017882883,0.04414242075699975,0.02214625602070287,0.05179675350109157
AHSG,,,,,0.021435022148055573,
HRAS,-0.03805926245586509,-0.02744570549825194,-0.01181482374121232,-0.09595686592544662,-0.0010028108495446887,-0.03707155648967494
C1QTNF5,,0.06880216352852422,-0.041152594420243695,-0.04610161511886658,-0.04147114706937039,-0.03527569556413973
RLN1,,,,-0.018560932801022022,0.05299668448356741,0.0464272807133093
COL4A1,-0.08578347212762723,0.014309590941077527,0.06954825700443307,0.03212367985137255,-0.01931868377103195,-0.006448355997741284
CCL3,-0.07034312499827927,0.07371905620655102,0.04933444365382692,-0.013156267673138208,-0.012223597643875636,0.007871805668466429
BGN,-0.02921843970882455,-0.017908969373122908,0.04425268585587723,0.012243398888505511,-0.07467053909699642,0.0915051025398094
RETN,-0.014715306627980419,-0.05222644294427424,,-0.0030804409644763905,-0.037471070412717036,-0.005901334213785394
S100A9,-0.01787896401575054,0.0046160304398078665,0.00022425538944539892,0.009313235910958872,-0.06887912359933536,0.05434851044085176
HCRT,,-0.0773193510971632,0.013356557122539116,-0.014308252782917356,-0.0430937457786622,0.008155491967803434
FADD,-0.007137282268576631,0.10205230773232558,0.020493117455892662,0.011992286631094824,0.0400969624373865,0.0206759596344137
ACTR2,-0.014060338043963122,0.005117923730168216,0.04548999330587753,0.05431551872661913,-0.07688020547734699,0.05129600800360105
BMP2,-0.01700662371044108,0.007677557573333616,0.08778480834033597,-0.00903117537628309,0.026516700740403645,-0.02707028499919165
PDYN,,,,0.003562922201328115,0.2610160073505265,
CD55,-0.017757529166724646,-0.025715663166101927,-0.08775339478376319,-0.010478407989616799,0.004067357413379176,0.042220273904004395
PDX1,,,,-0.02794645387154885,-0.021568436908999976,
CD6,-0.024843415523626972,-0.07909448820700338,0.0853877948177462,-0.021760946003575525,,0.07514278462296199
IL16,-0.030995886423678454,0.04874089578458167,-0.06691607744222502,0.010575159019780659,0.015109078552250585,0.09016552097737301
LAMA5,-0.018540770125846925,-0.018445749830160712,0.025105893133996037,-0.004036512761667118,-0.043054261232787785,-0.01583387447566353
RGMB,0.004751814538717706,-0.06860596846567063,0.026901379163529558,0.010352903472338595,-0.002782862852926713,0.003183220491157266
INSL5,,-0.0007328835053599685,0.07899690411092315,,,-0.023798479672615662
IL12A,,0.09066006927206854,,0.11173042047494693,0.11292106684896445,0.04548506380722404
S100A8,-0.021616684814203646,-0.025977521761174963,-0.04232126069240043,0.050667452396707044,-0.053301701245213336,0.03719787674072864
TAC3,,,,0.09735374260091607,0.11330095262621508,-0.028362822174392104
TAC4,,0.02342375523589078,-0.02937240952027621,,,
MFAP5,0.006107692117900609,-0.06026967931203236,-0.024468153527549222,0.03667778994759147,0.09047578021938213,0.009059340208763722
CXCL16,-0.03006896011653218,0.04073777347393816,-0.03031809295242554,-0.026859338833636164,0.02678592535196051,0.07883451053426531
AGRN,-0.02607066104610191,0.011465441708524354,0.05687549452583334,0.01700700718640901,0.08246997332723532,0.012417313813596785
COL4A6,,0.01968981206953632,-0.0039409296163389375,-0.04039466028260682,0.05321273524439752,0.0315951396008674
FST,-0.028273984135977644,-0.011310018863636192,-0.008804977932942252,-0.015450046400665586,0.02891328009338462,0.07369985621329757
MEGF10,-0.023557072051787517,0.010633398706417371,0.013980146305358307,0.03734628070164682,0.07476564217781821,-0.02404351918973492
C1QB,-0.032822268171175596,0.011735339459227724,-0.001026718777791805,0.05767699096122144,0.003502934837439209,0.042530147363468135
HLA-B,-0.04629727851932672,-0.01669102366273394,0.03974926173615678,-0.018562666432942816,-0.11840479781103314,0.0599868724234603
PDGFA,0.00884063814220441,0.009663174917929018,-0.025683408098933994,0.014437108936475873,-0.11516924098985609,0.010524139136123212
LAMA3,-0.026605745834614922,0.02637829282956257,-0.035406800884254984,,-0.017503425180351546,-0.026104120617745023
DKK1,,0.07070896839068433,-0.029669082855964493,0.0020606705860455442,-0.028033525543674328,0.028020259506407793
INHBA,-0.04615357269543172,0.11948661130070408,0.03274759012084018,-0.08256658615050638,-0.03737981155617875,0.10002642483840937
LEP,,,,,,-0.013837172675161566
IL7,-0.00764277161422,0.021911887082142853,0.16864479322254564,-0.021840458130967983,-0.03339482597209453,0.003384169119219944
FABP5,-0.03397324799963158,0.07239018155296209,-7.564265894404353e-05,0.03916839713795153,0.009862783935985968,0.0017993327112474768
CCL4,-0.033216903094293856,0.06639470298731126,0.025030637511572213,-0.016744336972834912,-0.0007793932900055223,0.058867206818152135
FBN1,0.012628976488405589,-0.05223800936274494,-0.005220081846007554,-0.018349963457308993,0.03253816442869428,0.0669449241575725
TCTN1,-0.00808134832583275,0.02402689923130164,0.02438578926188598,0.02493573291238145,0.05935941450075818,0.010017504125603545
NCR3LG1,,,,-0.029504628635500445,0.003992739657606444,
BMP7,-0.03127280980401075,-0.006637710153451407,0.003832959175855314,0.012689316446049264,-0.03673003516145703,-0.01698061834313548
NLGN2,0.0273066757075156,-0.04406770293373945,0.042451070888267245,0.0006168070807736796,0.07959457753247151,0.007687217279119957
CCL25,,,,-0.036146533041122975,0.04058322596602363,-0.02142364422148594
NPNT,-0.016334664538322975,0.06607503770920334,0.08893615668182796,0.011171031942295004,0.05791866338636353,-0.036978857477224125
KITLG,0.03198321860440453,-0.056018584028197906,0.03949472210509377,0.047827006649896385,0.03404673800539634,0.019596617813641755
MADCAM1,,-0.06844639458224973,-0.041603377175361285,-0.02235040888892843,-0.020550974653650245,-0.0367411738402446
F12,0.018727303610666057,-0.04411287485302339,-0.04160339336985567,0.067217299069428,0.038460991695893294,0.07871497196864857
S100B,-0.020575851102424925,-0.08766100522541981,0.03767308841597671,0.06701946071599563,0.14167311437121832,0.014782970268200244
IL27,,,,,-0.024926726426565037,0.0283872729331132
CD99,0.03255308439899663,0.08393658361338792,0.07203023575939894,0.01998723426795757,0.03004560170300325,-0.005468139274121394
PDGFB,-0.03450789876678172,0.02991184786649072,0.045636791563837306,-0.003259539454835311,-0.016378817677670316,0.052512211737629724
CLEC2D,0.048949703029167325,0.05414301526075269,-0.06789330242765879,0.009615038977099793,0.07621879388511614,0.03124492115596948
F8,0.08133608544927014,-0.054762949675064586,0.047921848877447375,-0.021172582022671377,0.15750445628383616,0.020878471895828508
C3,-0.02331430791821657,-0.09199106144942856,0.004438409170601367,0.0833272245000567,-0.03562347057464172,-0.0034984331939242955
DLK2,-0.021080707246575094,0.014077661563315705,0.07310181628863582,-0.0023117433149014216,0.05823492712765098,-0.015403992077742975
TSLP,-0.017797180595121993,,,-0.02950462401853214,-0.010361517460910423,-0.025340648108555398
OSM,-0.024740664290694683,0.1672290127794293,-0.005949827604425812,0.043430543533182465,-0.004136644624391313,-0.025774816131080038
PRND,-0.04202145802963736,-0.06126086788448995,0.009324898102885485,,,-0.01799958023889522
SLPI,0.013992737576549143,0.06347796722708719,-0.03516553906983696,-0.0036196291078230258,-0.09285863591338496,0.04012450294747266
AFDN,0.03346804265982893,-0.010475717218515234,0.03746672581202241,0.05109595037025068,0.0057018656340179115,0.010535602078070902
KISS1,,,,-0.02545833802181721,0.020992026146125674,
ULBP2,-0.03388830001899773,-0.03031064630258219,-0.0333189106930453,-0.019309583392679002,0.11067538971052486,-0.021489221649308474
ICAM4,,-0.04752406982351412,,,-0.017248134504896276,-0.01648752834437152
ANGPTL1,-0.042972000731333955,-0.0778344606558237,0.06256822876845429,-0.014815756596249131,0.188023334542812,0.1507461656198277
LTBP1,0.03636149230510483,0.02839232168114544,0.04439521822809709,-0.008663766846443757,-0.002576791828269306,0.07951636966900726
NTN4,-0.0028516522737194647,-0.026360759839792698,0.055830928659124326,0.02327831323508269,0.09541843810844569,0.06479866821763884
APP,-0.006617794157455265,-0.1342763490700728,0.0171570058910819,-0.008811091915187374,-0.1093494568943019,-0.04743313615314218
RIMS2,0.04482127173665071,,0.03617366402466295,0.048368641860057564,0.0020807323200342986,0.007246383969659889
WNT7A,,0.004908862081762313,-0.03305028183969389,0.06959653334867348,0.013092946660572997,0.005385629800718033
GAST,,,,,0.06533048231920337,-0.018946214316074846
GPI,-0.032818915673430774,0.007860379637211097,-0.02668715277388124,-0.09369809633216108,-0.0728409764746949,-0.02493921402258439
IL1B,-0.053030544217176845,0.056196058274310984,0.030545449618542813,-0.07007943062874489,-0.05279630035288637,0.01589046822221597
SFTPA2,,,,0.0053689145904494626,0.030092906860086786,
HAS2,-0.04415511752290891,-0.09789752315834846,0.028112177287020715,0.01530394068971028,-0.09045916956419085,0.04040863374035276
IL11,-0.014257092691732108,0.09574443031778619,,-0.043838561950224446,0.039242488955171004,0.09477992055813372
SEMA4B,0.032134921595661545,-0.07465773069823625,0.01510920244563448,-0.0023125269656886914,-0.06265916542110458,0.017533181112110052
FGF12,-0.03728609965781658,-0.038197657412580376,0.0953573970683472,0.032290697127083504,0.05701684978112403,0.04825065990344851
CP,-0.02050479694538719,-0.021696312344005396,-0.06390114824471475,0.03652910186111196,-0.04109931769495332,-0.029538605593519538
NLGN3,-0.025940103657462927,0.0010829240919199288,0.04822385913756434,0.03118147547622872,0.09905658351095432,0.03853450984367328
GZMB,-0.021422233756725285,,,-0.025972455934321022,-0.02437212904888998,0.04719045021607632
PROC,,0.15647442577242884,0.015584888536219248,-0.025630703715113976,0.018464388483181642,-0.011625419245789113
TNFSF11,-0.024136180107229184,,,0.007808406414525392,-0.020768069967411696,0.08652892739386897
AGT,0.014574657531011448,-0.10757779367210112,0.0012376410669428589,0.03525326030681293,-0.09914018393487743,0.00801706265056064
PTHLH,0.018729581789245973,-0.02492237344982317,0.06436235502689405,0.02237905486214505,0.11897995334785991,-0.013873446755964731
COL1A1,-0.03157617049937153,-0.029262390358564837,0.021723967455204003,0.03846282746477436,-0.06360169700618541,0.10417757227160904
LAMB2,0.016819435187810344,-0.12131446434805468,0.054945340883804525,-0.013406301309452336,-0.056649509279844065,-0.024395985119453827
DSC2,-0.007281534458693462,0.005536577184479527,0.08199533306506332,0.020655371709089234,-0.030373851065305883,0.05126870245551214
WNT5B,-0.026320201773892053,0.14587194053125552,-0.004500897851296488,-0.0025690382304498333,0.015802350091235432,-0.03904270747456107
LEFTY1,,-0.03968617300166732,0.10593862594229153,0.020036984747870887,0.040195959456027754,-0.01330821689591096
FGL1,,,,0.1138514368614825,-0.012125509248718485,
CXCL5,-0.02647376076709376,,,-0.01798213676132669,-0.08691635224069585,-0.033573671708515496
S100A1,-0.01702675877303244,-0.07086036749099053,0.04162042224930066,0.006563830703115465,0.1276175286344679,-0.03221814640793884
C4BPA,,,,,,-0.0138371692841199
NPTX1,-0.014022633361387758,0.12597440929736425,-0.04757974424843626,0.00533244189360131,-0.010745213120984254,
TGS1,-0.02702439629701732,-0.04048106202407049,0.0979455081068586,-0.042078623319640004,0.012104873547887968,-0.01910614506914243
SST,,,,0.07892371034818947,0.036179952360851905,
IL34,-0.037687713448071744,0.07064661743119181,-0.006366794899978358,0.009485613712963659,0.08452441543345733,0.12620065183805648
DHH,,,,0.02679349171588303,0.14570884807742895,-0.020435880713389035
XCL2,-0.018537775704321136,,,,,0.042000054465453455
TF,-0.027514599289031674,-0.03197203768032838,0.011875920754308654,-0.009043160913408855,0.07825221406080698,-0.0607162039141558
IL33,0.025924188962611266,0.07239022510989404,-0.017547921593836717,0.03994094478411527,0.09389803038701225,-0.007750064803020054
RBP4,-0.021738640010991545,,-0.04315330031194498,0.012091423214180021,0.08245375293302264,0.02253990327370935
CCL19,-0.0218952964431187,,-0.02038349258397709,,,0.037778750193758766
CCL20,-0.021580951330207255,-0.04324064506770442,,-0.058259727801853914,-0.05228300739621039,-0.02198896823353752
NAMPT,0.014577975955717422,-0.02079905542993063,-0.022284996857276605,0.035556225236620866,-0.1278986126366643,-0.09513472636097439
