,UKF243,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
GDF5,-0.030583056733312984,-0.029365796314001314,-0.021937771405944675,0.0731882567222961,0.024028750242259634,,-0.028356706715565134,-0.05883896217890951,0.0315238991108644,,,,-0.025383004767831296,0.0061338250605628385,-0.025400433772583705,0.006170430371757375,,0.0006551701788171372,-0.06141181712844733,
CHAD,,,0.03886729632393637,-0.03026880483844433,,,0.026654448715422347,,,,,,,-0.04500869497933216,0.07358352894473211,-0.028026453900247984,0.18793032599339932,,,-0.02708496104170704
RGMA,-0.02464291110367179,-0.015803716134231094,-0.0015127873903755934,-0.007671435565415504,0.051730868785931125,-0.013125589696739166,0.05894913543630754,0.037885387466548355,-0.027687292919613266,0.022540769098308728,-0.018831730796524934,-0.07517668493851108,-0.040534736231456314,0.022730662006952895,0.009163587894923964,-0.04588829623530492,0.09602843289811179,0.0990367293859548,-0.04516403766297341,0.09299573479806718
CLEC3A,,,,,,,0.04070273098060247,,,,,,,,,,,,,
WNT16,0.004594942862829872,-0.02374093674736897,0.06366100465229521,-0.00010640402421151705,0.009712638643099309,-0.020090778749096247,0.031413167129412466,0.09704431362085456,,,,,,,,-0.023152835445068753,,-0.006928677775921825,-0.042411272300845425,
CX3CL1,0.03147057538254209,0.007819508344460657,-0.01905988676895929,0.08010199523954153,0.04974217207164583,-0.01949461113892023,0.026257821660862265,0.12165265489133122,-0.05864522766271813,0.13173909907568956,-0.04093709435066058,-0.060426886246450526,-0.056014124996547954,0.04374662859350115,0.0009893734853440705,-0.017987226849477848,-0.10169706581345102,0.05476813182414578,-0.0323098305013145,-0.046534207864701915
FGF1,-0.014400780761497822,-0.009447017152891238,0.06069874621952932,0.011676021410258875,0.01445842799766296,-0.020632657159041307,-0.03318397682581661,-0.1063274279175719,-0.0036518499134357498,-0.036849497549039385,0.008307582375747361,-0.014561818848355529,-0.03009246356674106,-0.00032429674278136264,0.013160328951282062,-0.020578615487532842,0.008041218490654764,0.0067855765387962305,0.01750404883155052,-0.03465465224657898
ALOX5AP,-0.021498518517097005,-0.008060638817941414,-0.04818428653151598,-0.09051707090243198,0.0842149304440883,0.02178131245323688,0.004968081072211434,-0.14583258361826368,0.012711683517225184,0.0746400996475232,-0.08199668963207658,-0.07682385884059321,-0.04916658864004542,0.053518477602877784,0.005302952134155713,0.02009497745376585,0.11096137484067077,-0.019054549732534138,-0.02011499988202829,-0.05212176476600219
IL1RN,-0.013095031877046972,0.005692008614022618,-0.07735474601859166,-0.027872719097278065,0.005442301491026233,0.021438376628516744,,-0.038422318698134506,0.1332625287488027,,0.011480746651728593,-0.02613540691561475,-0.03478275337365862,-0.060336252035136755,-0.03098872994458425,,-0.014534526794930698,-0.008906625327322773,-0.04927736761447685,
PCSK9,,,,,,,,,,,,,,0.014352395022095494,0.03407393238022684,,,,,
FGF23,,,,,,,,,,,,,,,,,,,,-0.011633249285911392
NPW,0.05784206467348546,,-0.026199193912451492,0.07683699024026039,,-0.01620294838175167,,,-0.0175513327325027,-0.01572307270936567,-0.06016529782205826,-0.00010621684381404726,0.07489556424775741,0.0064039479796350555,-0.04473149107749105,0.05404265395511223,,-0.006351406749631874,0.015898809586385444,-0.04244744307883708
CXCL9,-0.04724288178838781,-0.03140491578475196,-0.0229943353419196,,0.016121594856403465,0.013415194399362994,-0.028356702081432525,-0.01066543518405665,,0.024798057326873586,,0.0691069459467268,0.049276003555178124,,,0.09964400803003794,,0.003803008329141552,0.05141254640794638,
ANGPTL4,0.027659438184016876,-0.005907246354659762,-0.07270409994133814,-0.0399454361538911,0.10368107506535974,0.012675733803563365,0.0058585043326902005,-0.08059261402582557,0.026098613869950812,0.04004566434589412,0.08517506004572666,0.08471078288590166,0.06484607555809153,-0.00890527450456577,-0.09157759531574203,0.018117674172106933,-0.08287680105432427,-0.0026112799719567644,-0.02710550344616347,0.022967280028947216
UCN2,,,,,0.023519741120616895,-0.018300631536534072,,,,,-0.0072562387519563235,,,0.05107549576444966,-0.00393510652976324,,,,,
OBP2A,,,,,,,,,,0.11246677615703228,-0.07525651860830851,,,,,,,-0.030415998182350842,,
COL4A3,0.025296249601770165,-0.02892387013017919,0.03672982960348767,,,0.04740937466234307,-0.04079525109076885,,-0.003119187536255798,,,,,,-0.021627365891224732,-0.043493790757859974,,-0.0024367574607168274,0.10992660891864729,
NRG3,-0.013632291676214924,-0.011297398829840887,-0.015088732795083042,0.05413612769536075,-0.0003636668997686516,0.011520937872464377,-0.009150980314926112,0.05179527773304469,0.019949738140040283,-0.08519960994427773,,0.07951634212594944,0.07086299637425837,0.04276847936855574,0.03849864553161571,-0.026277907561074308,0.03591266835557749,0.029115469054812687,0.017846860860681494,-0.003926321365565778
IL23A,0.08594749744585442,0.11754843091508349,-0.039871982696291115,,-0.022087428360938653,,,,-0.024179101846228568,-0.0038125989189404506,0.06985978758385902,0.08722303751499934,,-0.023086942514475562,0.07056184489842314,,,0.05273179574875278,-0.04616396925038715,
COLQ,-0.0441243032080069,-0.05843573961046488,0.006866536848359033,-0.044787926085604876,0.04616278847603967,0.014269160505862752,-0.022453050420794242,0.012188486614618008,-0.010311523840445085,0.05231466939733096,0.14313859393483463,0.07987759800922761,0.05161121610478372,0.056820220606991385,0.04896909284077762,0.022648140731012373,,0.04485737174105575,0.025438168122658308,-0.021721537238847684
SCGB1A1,,,,,,,,,,,,,,,-0.03437076874308346,,,,,
TNFSF12,0.035880887910720034,-0.02084731004577596,-0.01702360155473671,0.03652172591884487,-0.009906349951361556,0.0021512688984567465,0.007112137155091547,-0.009217023848318327,-0.003969713803106634,0.10299832016495757,-0.03188987689907648,-0.00913298506492053,-0.024341966855985896,0.017346125305561722,-0.006195453077367346,0.05395200732745763,0.034465873378635645,0.022926989842011365,0.06505344655462479,-0.040362634966350515
DKK2,-0.0002744189117328215,-0.03286905674427831,-0.01593760989074092,-0.011348501355536673,-0.032154866621377946,-0.018762710499459347,0.041373946060268584,0.010673716833331074,,,,,-0.022080771550421267,0.004464490718827705,,,0.00920870295973876,0.00950572385283376,0.044006625341606,
FYN,0.019391560610089696,-0.11371977157785822,0.041165850615204565,-0.036290941256219046,0.03574761586022491,-0.02496204235337084,0.015868543141705504,0.029027613405278114,0.03876217552892339,-0.015342843883264689,0.07240363240010807,-0.019741995142148406,0.04075484750548315,0.024645052598546567,0.033043918831614165,-0.019852201952069118,0.07052596582260585,0.031665902652436004,-0.06281917343429334,0.01985848707378508
ACE,-0.004567180136554058,-0.03465911208080394,0.04653185458607742,0.03877074980531331,-0.026609719183381158,-0.017006254558609702,0.01835770625099425,-0.03821875616657257,0.0070519720872633555,0.015025900732548218,-0.09081546727116432,-0.0005116438960518484,0.049376333911459756,0.018741360463329887,0.09377388332005268,-0.03824137377259463,,-0.009171092464281458,0.05971484993673945,0.11940922730657794
IL18,0.06515718165194367,-0.0238340608758568,0.034720563979512266,-0.022351097298319328,0.05491287624644451,-0.04153107141852153,-0.013877482135211087,-0.04591952633320589,-0.0072273948554424285,0.0465612238681013,-0.0318693402576778,-0.06976310091998014,0.04987250687932368,0.06415708181181963,0.08473489997096298,0.031178181220803014,0.07062750083971028,0.044106716039224586,0.009533388792868023,0.05528438064604155
PPBP,,,-0.015087427208597322,,,,,,,,,,,-0.028267740872152627,-0.006847135551477462,0.004453418479657173,,,0.03102123789240256,
CCL27,0.0008808503647175902,-0.00408979059867363,-0.017533313322035234,,0.08929854123491222,0.01653225122204475,-0.020100608604572464,0.02352678439514261,-0.04232228220576975,-0.04048867429309303,0.08165234983269358,-0.03288584479262829,-0.03973983186178714,0.05919835804542583,-0.01864318315990317,0.001949247669558009,,0.007555592696547421,-0.01178473576665221,
SERPING1,0.048571894357368604,0.000748885871236465,-0.042051945452402796,-0.07203629698322479,0.08539725934515131,0.0017729061258002236,-0.0028087163275496768,-0.11155794055518829,0.05211432477880577,-0.005076324264314686,-0.045493215874399806,-0.06045924328191822,-0.06409321981065337,0.03831640876982022,0.04505796055239625,-0.06809556468106708,0.06692269305852949,-0.025115783248314368,0.045946817081459916,0.034427234740693174
AZGP1,0.06892487091222287,-0.07758190689590791,0.06101999270244019,-0.06348326074113296,-0.011434515173918395,0.010925096308174707,0.007942578898574176,-0.03440976069067361,-0.010724185010699125,0.18431166583606717,0.014932277588383587,,-0.06098652508024471,0.0491881423195805,-0.013917956274071266,-0.03017322792387469,0.09577023594534864,0.055386512677047826,0.04959048139869939,0.003353062781014242
INHA,0.01941557591608302,0.03940074755017066,-0.008414397473721441,-0.03676024989079774,0.030287124219876147,0.04606412186074755,-0.012108009502923218,-0.051938811449765074,-0.04677876614723291,,-0.07640843334290338,0.043807288468748484,-0.03233452737179132,0.04119680893117397,0.028927803413095622,-0.006568761536768388,,0.008595227367265432,-0.01705256989128661,0.09319921240096417
SEMA3G,0.00730511333460103,-0.01185631461205215,-0.01179174043852471,0.016787970579239142,0.009369859608395278,-0.009490804510867331,-0.013711146527449961,0.08637831441957931,-0.022425619730905597,0.056737228913060433,-0.04547620537732611,-0.06465375935346436,-0.03973980483986156,,,-0.0019486912829757672,,-0.03275072709908712,0.002128452906462974,
COL6A1,0.03007725184230484,-0.003671413688050354,-0.04059488852625671,-0.0028708952833888437,0.09800236145952974,0.0811320222282882,-0.008008374442793585,-0.029292192758732717,0.025996557157227554,0.05966409632309587,-0.07983140696650909,0.020877172795188255,0.02298544638857185,-0.01944706169400597,-0.013743461196581881,-0.02384004370677011,-0.03234165558867107,-0.0907818979694755,-0.05970167356510066,-0.02798130879156348
FGF17,0.04215259242352116,0.01604451029525395,-0.02710893822500138,0.042280039248455914,0.04842979957572429,-0.026587186456309447,0.00586965575771172,0.05228264476790369,0.01137119289759422,,,,,0.01883682243473222,-0.01701832678565518,,,0.0005799104013962961,-0.03232861723451912,-0.041447795354213744
TNFSF8,0.01995554274078669,,0.034056362452606924,,0.028023575982253492,-0.01498280774734669,,,,0.04129163057217181,0.01777959584964885,,,0.08195248012375979,-0.029938618272858698,-0.023152844446192165,,0.051252720142678496,0.007212395922331832,
FGF20,,0.0026132561985455147,0.019290288718461307,-0.024366700247266206,-0.027445652812505404,-0.02490038533456912,-0.04033880701260539,0.07317860727814166,-0.01918664418451311,-0.0349381672221474,,-0.041714864262820846,-0.021725683096263586,0.03159353726252298,0.002870834306146536,0.0035769226154126355,,-0.02336451840209877,-0.032127516652874895,
ICAM3,0.0041220104662623635,-0.03761301012509554,0.03814338148643771,0.03485783447027728,0.060446119574643804,-0.03570855973626987,-0.017369377415680797,0.07300761581633282,0.008581181427640312,0.026699146661947996,0.08882153467507888,-0.040184055000633725,0.007025391710049103,0.04898169880623056,0.11041398071967105,-0.011285262408255935,-0.03458142037192511,-0.027853970192569376,0.04859329404678333,0.07284408628825013
LAMA4,-0.02115518727277355,-0.018704914790469224,-0.008430763338319231,0.006544335451575435,0.08072855930639943,0.01176704946046326,-0.03125124233262827,-0.006579822230463534,0.005940989125848502,0.021943702493878763,-0.04371530126002855,-0.04646556091953901,0.05881576387331732,-0.01322379105806101,0.05732023835772625,0.025510352589268336,0.1341845381946076,-0.011758016270925986,0.043788640917409145,0.11115747184932434
INHBE,0.006505429494825896,,,,,,,,,,,,,,,,,,,
DLL4,0.02351848720135796,-0.030910610139009618,0.03346653821635744,0.008913447265262258,0.08771963541661103,0.037400083465261746,-0.028146546626982297,0.023846067436110202,0.04014069183047187,0.03236468011425272,-0.09125373828989787,-0.05242512482023293,0.05693082485949184,0.03822029056284439,0.11191802337483833,0.04580811672243883,-0.03551425824906106,-0.014300432270126874,-0.008279025701034936,-0.04061548511134042
SEMA3A,0.02001082915054822,-0.02587994535459475,0.052494043971866425,-0.012875957616649104,0.01957275977447322,0.014395402756645165,-0.00913267618081255,0.1469828295531982,-0.031218603308130352,0.03850695974841213,-0.054409051103345284,,,-0.01972390382741849,-0.0186137415831683,0.050807542202494865,-0.047515010486565375,0.07561422512572255,-0.013764182884863412,0.014195672067705452
RLN2,,,0.00799614871932639,-0.02862515327327535,-0.021881601936542185,-0.015261860603167008,-0.02295257660169376,0.0672832845177707,-0.015116037656542784,,-0.08879164240250038,,,0.01947351083948595,,-0.03855103540382851,,-0.03344284457517564,-0.03774368812508375,
C5,0.03281147338839524,-0.06465611832611651,0.005536160269480626,-0.007403400822305001,0.00044025723363183333,0.07136313295731603,0.03388120911861002,-0.0534705866471881,-0.0022502247845834294,-0.04349403451350433,-0.047242205879554196,-0.10884570308938753,0.004615210205770888,0.03318954241784784,-0.0030644192884326164,0.05311250271574125,-0.01555547126866144,0.04333305194489583,-0.007615278614165175,-0.06434976262292157
COMP,,,,,,,,,,,,,,,,0.04550055337301158,,-0.030972909214460217,,
EDN2,0.057992761741330036,0.0659747368674478,-0.019842483897195257,,-0.023287259473294155,-0.01853298471758314,,,0.01225057091302758,,,,,,,,,,,
C1QA,0.016496861549038386,-0.03295260130922409,0.017089499033941583,-0.05152503996663118,0.10045824608745393,0.008859632892829697,-0.06096051887825667,-0.15316116155547865,-0.020656500410856173,0.03319560233852804,-0.21494183948786363,-0.026035741849975664,0.003471052863228391,0.03604666843783618,0.05763446810571827,0.018221978842716282,0.09967364919377553,-0.07633187034903822,0.015556909132028344,-0.03461458780488988
UTS2B,-0.026818869506289447,-0.025163774014507125,-0.016548102004194418,-0.021307553557462028,,-0.013192237292604821,0.0019244761554309717,,,,,-0.01587353490782628,,,,,,-0.024181071824988153,,
COL9A3,0.003079595181159979,-0.04863391296458455,0.043497500532814,-0.04165191246641934,0.07281494267776763,0.04622576476605289,-0.04385817484067689,0.003448690483980964,-0.007242727145451332,0.04257416054824456,-0.07037021363616354,0.005112210367815633,-0.05972113225385159,0.016990589280608773,0.0814894270625223,0.01735174554888028,0.06350521552536592,0.08589031035149762,0.02459553127584842,0.04271058951129485
DLK1,,,0.09292772205308023,-0.018227948536896223,,-0.02515417918809154,,,,0.14569734385730226,0.08443763852515826,,,,,,,,0.07772469375956538,
HGF,-0.022391840579192746,0.10001395289973417,-0.034108688954666976,-0.01423125690865538,0.015551544454434116,0.005789549223560295,-0.009750537594700372,-0.10151334641155985,-0.023023405317670123,-0.014154556032472251,-0.10436052838187267,0.08659452774652146,-0.03732525189596617,0.026366626352437982,0.03433620745699334,-0.03625234612827063,0.05915767681114979,-0.028394372361920075,-0.025867063515709648,0.007231888553735253
P4HB,0.09124670674963303,-0.0012658340577359878,-0.09595331752648815,-0.02526642812364046,0.09477328129137381,0.061293044811963376,0.0011761710144680658,-0.129467200706742,0.040697394713304094,0.05288608740158654,-0.03210746131755739,-0.06665772018324194,-0.0021929397635016157,-0.017932736204694884,-0.06456641855323313,-0.10178022595032268,0.030930379294314796,-0.07292317863091077,0.01661392887585536,0.025071392530018978
ADCYAP1,,-0.038913412541074915,0.041987320443818914,-0.015819412708077626,0.01904535027979137,-0.025298180828934858,0.04863645122517709,0.005238390767004489,0.04060970002439156,0.05639379563037896,,-0.045201579864363566,0.08928592056239396,0.08948438274606048,0.04356250039625223,-0.024421989326912818,,0.09393400625138948,0.05983390033507529,-0.012087457608626064
GREM1,0.16872864827964715,0.06575351492119114,0.01408528888481676,-0.004434707003603832,-0.011493578249030982,-0.035068400725278934,0.014747647652023745,-0.08836333648092287,-0.016850518581034882,0.020968048921927433,-0.03764793921470373,-0.054962884135067815,-0.012709646168640738,0.008861512363425842,0.0042063353398350285,0.08578909165524279,0.07771326185603351,-0.013804359629239042,0.05394624994534753,0.06757951078762772
EGF,0.04723868683892101,0.0007388857006945341,-0.030748831110420313,-0.011283407727105536,-0.002179898574701211,-0.0028446594690634363,-0.03498414112965327,0.03794719161948641,0.01074915071069627,-0.036683035546909236,0.18646111849821517,-0.04171482902698669,-0.031051359762099724,-0.025932780372697733,-0.026094649934435773,-0.029003986063465634,,0.04667332186714635,-0.011403773979341504,-0.010109780927664222
VEGFB,0.04829444545668637,-0.05069102763395639,-0.060234528088976544,0.0319951244618244,0.04350679464248496,0.04012520158338777,-0.03894366809075951,0.006980850974470387,-0.0014558418428759923,0.05410609698861594,0.024598092382943193,0.055995220341521455,-0.00821190860350555,-0.04216017584739366,-0.010189712074999236,0.00399018574841553,-0.01279286036358798,0.07810468257956549,0.02392520254648791,0.09512576089651356
FARP2,0.06813747626342163,0.011220807548540893,-0.016012184438923386,-0.03760269699016561,0.0028492175997881022,0.024502407710523328,-0.007828102492441378,0.05062801795772998,0.029765215716472046,-0.023110028996576278,0.07224216968694491,-0.12421553240576814,0.013473162924187494,-0.04506590119460027,-0.01928362560091032,-0.029563911177169073,0.02874580128223666,0.07392618480758541,-0.04719364694578767,-0.017780714627498567
BMP3,,,,-0.03324395361571403,,,-0.03793198340972882,0.05391036565595956,,,,,,,,,,,,
IHH,,,,,,,0.02338930276014755,,,,,,,0.051463216752440706,0.007622944944046883,,,,,
LAMA2,-0.047363960153524835,-0.008406201825130622,0.019227676939495935,0.09603223770567938,0.027737443566167728,0.007552362247354683,-0.013493807991893559,-0.012143421979665813,0.0052769163108123095,0.08689137605688645,-0.024048334007588955,-0.010743769986431556,-0.08272955107253803,-0.0011397414578798125,0.054573685691824664,-0.016287421077546937,0.1252719462578516,-0.008278885962252656,0.001731733808090389,0.07376064085885461
SERPINC1,,,,,,-0.014114502158456563,,,,,,,,,0.0064931927992827425,,,,,
NRG1,0.10211436295215726,0.018897364622146386,0.030759587739792257,-0.004297913626934967,0.08330684442177362,-0.02943044755781126,0.008339083610655544,0.09507881536655649,-0.0305308223420882,-0.014826044124771473,0.02500576005084479,-0.07477881560982823,-0.03709984148532417,-0.01403866470127419,-0.008123026921503719,,,0.03608826461140345,0.004684700813885511,
SPINK1,-0.0040291465367091675,0.037472900535453914,0.029266404937981657,,,,,,-0.015116037656542784,,,,-0.02345210446263555,-0.011261155043474176,-0.060162636581817905,,,-0.04661796247538727,0.048909502547297874,
EFEMP2,-0.017053804532750953,-0.011130531196485563,-0.032369994268779845,-0.04211506385623482,0.11091085059998174,0.0391093722791315,-0.04060484897971173,0.05378372673945898,-0.04113658857767773,0.10067006062669887,0.0019366169185908552,-0.06876962841208233,0.05859890415408586,-0.035636187394428594,-0.03309542883768156,0.0012947425443314796,0.1016813570401233,-0.005466344749388745,0.052058541600593124,0.0017531250553111863
SELPLG,0.050823281616953105,-0.08944642485950202,-0.007303823987208792,0.007857987980492793,0.002389337314334934,0.014854996505294073,-0.007989896086102477,-0.033304025916725294,-0.015426656926545048,0.02372284763667527,-0.03592083453973825,-0.009450394642545702,-0.020676712942204988,0.026057927890566233,0.09195596144318598,0.048094450032975224,0.024121219991202782,0.03295098123023405,0.05058629422212669,-0.05921018549851571
GDF6,0.04512174171149086,0.029396313633256357,,-0.042520865092106896,-0.02188160429691448,,,,,,,,,-0.02141930426921675,0.03770175118705049,,,,,
HLA-E,-0.004032753621124717,-0.04433767027210686,-0.005568501152337708,-0.0010492535497880705,0.10362006888633496,0.014459932116617079,-0.04164200441085297,-0.10223046147290807,-0.012567769744102677,-0.035114237815602654,-0.16788246671600018,-0.04812319220518099,0.05953381477979695,-0.03925332243068047,-0.03159604576497499,0.052185828359819414,-0.023699662289118534,-0.0597434618817661,-0.026699628065671385,-0.028477101369816453
PTN,-0.018442208086359487,-0.010062891895167892,0.02030871021826159,-0.06319837220519994,0.058887348462497706,0.03642685428139551,-0.008255717184816365,-0.040190074714319915,0.01828764899868171,0.1812536419988437,-0.016172143728552173,0.019715151597512717,-0.016875541862699926,0.07957342392030799,0.06599638456749814,-0.02856315950591214,0.12773577112414009,0.15116193736134462,-0.0018776197818683193,0.10824848694030839
CD274,0.05825063614810567,-0.022556580215943447,-0.033284716071907874,-0.031850407169962056,-0.007190557731601925,0.02567223743733346,0.11403307706983055,-0.013496369773870016,-0.02487708633304715,0.08874459338849659,-0.04504304862192649,-0.05435063825763517,-0.041428614642930295,-0.040467986960259675,0.048432911954796085,-0.01067404176535745,-0.0057957919130756175,-0.045675465780581556,-0.027045552466166824,
FGF10,,,,,,,-0.025499895242518646,,,,0.11986913919871808,,,,,,,,,
CD14,0.01831364188758325,0.011291138734088829,-0.06382076715062773,-0.08213735602504849,0.10786329362602569,0.014467976682933007,-0.03797265899558478,-0.1444725859842327,0.027118492713171315,0.06995428368576223,-0.05007810028864403,-0.0045338631588899385,0.010662436195902573,0.04057310677113298,0.05804616681883099,-0.04838196336270614,0.053842115422937833,0.023390521900820704,-0.06654539176793169,-0.09040675835478516
SFTPD,-0.03409515785030373,-0.037942471039775376,-0.01694356424073756,0.0671444697358575,,-0.0014205745815123565,-0.05201979146137341,,-0.025558200910148716,0.025197573381646604,0.1418655583900784,0.07967035265659558,0.06525937751640427,-0.06363163974421412,0.08992881697013201,0.027402518715361607,-0.03314010124747632,0.10138106088901859,0.10283501693616243,-0.05394039527103208
SLIT1,0.0671736447451287,0.021939863150984625,0.01854792595647696,-0.08659063522965635,0.08147832751737132,0.016763878267711183,0.0962724898662388,0.19460760917964887,-0.028572857761139887,0.006860614275159074,0.0030418962743577666,0.06394942769964891,-0.01408982124054777,0.012603332550497889,0.05869283740116927,-0.09985997865464692,0.021371683956458467,0.014608329937481209,0.04876953664691985,-0.019789425113347317
LPA,,,,0.04920596306833866,,,,,,,,,,,,,,,,
CNTF,,,-0.015087424674869754,,-0.006426167793917915,-0.012031460458947457,0.03976005379414183,0.049095584409795036,-0.017551332813877923,,,,,,,-0.02385584062846294,,,,0.06094579326151694
BST1,-0.041589150437211155,-0.026125590849641275,-0.030513214476450272,-0.034311036443737467,0.02255711245118555,0.0005722596765507013,-0.0358534401419573,-0.040290968592479055,0.06250304621465395,0.09157621519008478,-0.018503113061400824,0.006427392581241647,-0.05073660151173102,0.05164256005653369,0.09787338012284645,0.06956868152397798,-0.04113943121209481,0.08800794354415702,0.11845355020897495,-0.055524043533485126
AGTRAP,-0.02919473270929934,0.06784706897183787,-0.01786807576008591,-0.03409858840054296,0.05900025385276286,0.009583300445035662,0.021077296574539023,-0.0986397814601944,0.011090238763226345,-0.01951002216856555,-0.028046112268773894,-0.030804895325174355,0.018492890138098187,-0.005415370709459993,0.00914046349772032,0.05290161101382556,-0.005019910562195223,0.050228556296077094,-0.014347141893990568,-0.030181213978662556
LAMC1,-0.028643968457873863,-0.03519196275718967,-0.05412386626040008,0.0328627523454677,0.09612479444795496,0.02796227426682715,-0.02594430105026471,-0.05198799745673903,0.011118573019093332,0.008369691089150557,-0.09616247782815814,-0.00577174805528352,0.09443274283241153,-0.014915144344450994,0.02684008972770304,-0.048622903111535706,-0.031750298977495,-0.05661869144787169,0.0724491518754168,0.0004101936360472954
COL6A3,0.00551640711746978,-0.02341725398648624,-0.04377911407463196,0.033786352648919084,0.006206225876351551,0.019577754621774534,0.017167868397220867,0.011929414599125072,0.014667951819421992,0.10408506533313748,-0.0774209408250619,-0.08538608180306267,0.020040744666135892,0.018692478789097165,0.04932474430459566,0.0007316590168047236,0.08149451694125757,-0.04849603498216525,0.00019414199020149607,0.07840250512858368
FN1,0.0385919143883879,-0.03679832978822458,-0.03248533746545608,-0.0019670305298119277,0.10393244062059777,0.04998544430880887,-0.017773663118017556,-0.08699530947347481,0.00911315201847135,0.0593281853662091,-0.14181296386153544,-0.04351823579342077,0.0787544032981,-0.010826342034938279,-0.0851864131353962,0.007820419479363018,-0.009004400316475793,-0.10086259366280165,0.0462171115989955,0.018236050732488417
MIF,-0.041396904082479646,0.024035151350942075,-0.025053167998222117,-0.017615674582235657,-0.023674798269310085,0.06393459786625111,0.00021350615744026037,-0.04955331929627797,-0.002597646570800192,-0.026665888021431116,0.0708533861398142,0.04747907704954538,0.014951165612015075,0.01049937578989933,-0.04637004712598781,0.0048555213654775465,0.0939590818425646,0.04513246322139608,0.013513170034692823,-0.07733438990571942
JAG1,-0.07417681745498289,-0.04592309021866259,0.01563806551443258,-0.005880031420563837,0.03571363682540679,0.07573887884373832,-0.03935348501781402,0.026696311638024234,0.029557746142739767,0.047769020492720624,-0.05706823455254268,0.061138075610764994,0.07766611455684294,0.07175556167364708,-0.016498942714761322,0.0546076602680309,-0.05449974806243399,-0.06189000029288965,0.054280940006857015,0.08963922777639681
NID2,0.0762663780965558,0.004465552198861411,-0.009177516537472731,-0.02374196550839508,0.06448363336950239,-0.013253252148592319,0.010291250575642048,-0.053603579391871485,0.03435932260313423,0.02273583148350511,-0.0640147443135227,-0.028723370584929454,0.025451358570016108,0.012867754393439703,0.06026841976803696,0.00076598917431153,0.11263915539037124,-0.03245284731037842,-0.011536433853461607,0.04919274056334089
EFNB1,0.011927670260959306,0.010909863025844882,-0.0053327043727730335,-0.020780795762489288,0.0048198441380906025,0.05523896137926111,0.0036679726511241917,-0.009742026937984144,0.006113656987067927,0.006784240381216112,0.004422674011269318,0.04736549310494188,-0.08886630742591325,0.09592837647150179,0.02906102077619892,-0.02510717649908842,0.03472828068603346,0.019490937623262834,0.018775207740175742,0.05129714368331473
COL4A2,-0.05904910106575243,-0.007169512167544784,0.041696449219486426,-0.025944210055633733,0.13795633758408207,-0.0007707861334219843,0.02718136276139372,-0.023228281676347662,-0.018570107784473693,0.03740691304483365,-0.07587117802193766,-0.033470551384788896,0.04381938497709099,0.017818904958070172,0.04382241652426189,-0.006888797815953923,0.07107921812169656,-0.08268429898505632,0.026012289961231463,0.017458021378494823
SPP1,0.043180122065052444,0.007530688734393982,-0.09900309779264838,-0.060359157563223936,0.10549666055547825,0.06665680684664403,-0.078106938143687,-0.15248637561191236,-0.0225954448940604,0.14509378175954732,-0.0551415397841659,0.008503814801830961,0.01042223645196275,0.016563260568336027,-0.010471906332492665,-0.02164863068808143,-0.045643878667378936,-0.06298012806865103,0.0027284789165745284,-0.10351370971842959
PODXL2,0.042264031984997105,0.02931961757763448,0.05590284726122016,-0.03232511481939869,0.02197904245622307,0.03972490571586802,0.004655047291193758,0.06996835671940614,-0.016659498955445422,0.09015930642699711,0.008273705496087138,-0.07779861787847103,-0.011777309910626045,-0.03686950527918871,0.03491201013745452,0.040291879584567626,0.08706740451547543,0.09976926924165759,0.03700585863475109,-0.0013981310683049092
IFNE,,,,,,,0.0227325862357887,,,,,,,,,,,,,
FGF9,0.02109765538535068,-0.0017159375744289624,0.06514533892051261,0.027136114074710237,-0.03584366002613205,-0.0421003852466383,-0.0360305210980885,0.08116512750998645,-0.03277727360743101,,,,,0.09780581550523386,0.06089299502199312,,,0.01490378613511067,-0.012762540255110926,0.004774283522152175
ITIH2,-0.024939072185388742,0.032443570191096394,-0.02299433392364971,-0.021936761044088492,0.06563193005398224,,-0.04374579147013877,0.09569518797062188,0.058866814958226155,,,-0.06718746636184907,-0.03909255157461613,0.04856577831265453,0.07607772057994658,0.016166668017648864,-0.0289946961829571,0.022870768884914416,0.0170743082867618,
ADAM10,-0.007841800972568366,-0.02271776183335564,0.02072387991993536,0.009612149162135718,0.0385083085980674,0.03661067693830722,0.007019119274199649,-0.008244893834436672,0.024261369775956963,0.03720790617423367,-0.10316770478245757,0.02723629650418759,-0.0857423986311646,-0.012155922063465205,0.05599542000003303,0.0826052961246314,0.021738774645379908,-0.024885063555701383,0.020158601076180088,-0.019889070325658773
CFH,-0.004006027770179432,-0.0005205983720544374,-0.02800648402342575,0.0442460480430599,0.0808719604568461,0.03632352107913171,-0.013479537486698782,0.025523638359359533,0.006037944121194718,0.0003975504143649744,-0.022939598116875255,0.13195574159258236,0.08473768571871082,0.038226426161460596,0.06502587506904789,0.054714411006687065,-0.04620080966199457,-0.02253283171733318,-0.012139481723468723,0.0467009048666172
