,UKF248,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
IL6,-0.04094752411115178,-0.040559007335748874,-0.03254638519867564,-0.007650184931039742,0.0020807380811357196,-0.0412969655499993
CALM1,0.046975678007296136,0.06039168822047036,-0.00473172544814587,0.01720772084490747,0.007819029717881423,0.03290856462883066
VIP,-0.038255109769285506,,,,,
NMB,-0.0694730828143492,-0.031830628375217364,0.03332903520919656,0.08393139904855877,0.076230275660032,-0.03481801657325286
CCL26,0.053522014819857036,-0.004291279770893566,-0.0702704812517232,-0.03564985941359767,0.018078607029333768,-0.010176239497196482
FBLN1,0.019654110823809707,-0.018995429119904813,0.007570644461214424,0.01635966907358586,0.059053881633759436,-0.011938925455452373
SAA1,0.0066852070964505,0.031904346098679974,-0.03298188172135204,-0.004315290104810929,-0.09340740619759459,-0.05687091525896464
MICB,-0.02158957433461308,0.06900510518117887,0.11575038690320173,0.0646057420673514,0.16075912181621696,-0.0003097087333031131
MMP13,0.002585165259356026,-0.003035987249397362,-0.030149196634230654,,,
F13A1,0.028085130172220887,0.04617827845801603,,0.017620542956501423,-0.10462898587842613,-0.03338420681963896
CXCL11,-0.02184538584685418,,0.018823646063262065,,,
COL5A2,0.014306139353744312,-0.08471462279102383,0.010192177985070312,-0.02106329821769638,0.013602829877808321,0.011280786511168579
EFNA5,0.031020501504585504,-0.01992549002082899,-0.014391431607844271,0.02659351849587955,-0.032594820868184236,-0.013773456555434719
AREG,-0.024480668826447904,0.02301629065478938,,0.14169691591429975,0.0596479712095616,-0.04113767293267733
EDIL3,0.03226692876804302,-0.006767892659182301,-0.027764225557501264,0.05644896541647866,-0.009855765958977197,-0.026956784725780208
CD86,0.012272748711499706,0.03177951779123701,0.09849550803736914,0.03371431574482238,-0.002571973260363654,-0.00867218984432672
AHSG,,,,,-0.01548119690137656,
HRAS,0.05903096445568387,0.028368785049091443,0.05129910327094887,-0.10243151741059596,-0.07427585859996375,0.03494347256261133
C1QTNF5,,,-0.011217327234479477,0.08222804012412177,0.06397838092532572,-0.022148888067621046
RLN1,0.030961753328384172,,,-0.019759366162977545,-0.017307863394528503,
COL4A1,0.044178066398272285,0.06677104506879512,0.03307454239782079,0.023295616553859182,0.08810159551617254,0.04402789839384657
CCL3,0.012251398010006125,0.03474638233972466,-0.05784515848428347,0.047851506279195,-0.040372874682073324,-0.00014304436651032341
BGN,0.0515255906550553,-0.04766851948886701,0.022488951707347393,-0.06017783977803831,-0.00885370991731058,0.03003113006594151
RETN,-0.00311806114610539,-0.01405044291073804,0.040128630590666764,0.06014349066175948,-0.0291703652276102,0.03922372693083556
S100A9,0.008877719176544707,0.027179169872738367,0.04903723547844221,-0.011926342889632135,-0.08429086893712884,0.047560289588259544
HCRT,,,0.0434611725511386,0.058603996299156275,-0.007784347556486883,-0.05732214955585869
FADD,0.02271335258048397,0.018967495870491968,0.029422806496876945,0.0742833099304857,0.037089660676900324,0.04713386055538798
ACTR2,0.08719955976199331,0.01440020211840388,-0.04635051302715355,-0.012524041083444999,-0.044574078728241484,-0.07094618379279341
BMP2,0.008542386285761337,-0.030409981636313175,0.10328964980671962,0.010408009951672365,-0.005286007922402354,0.057150640537412485
PDYN,0.04270699171212257,,,-0.024699195216396318,-0.017929625938318185,-0.024403396705485227
CD55,0.024371977085175318,0.04230993680874989,0.1285389045488015,0.026882719273761464,0.0023084395252278306,-0.02994683588192798
PDX1,,,,-0.014925809471409939,0.004983158257874432,0.006613957426110321
CD6,-0.017888961866150688,-0.023720945838718848,0.11739816129975049,-0.023165996275454195,,-0.026458454869143663
IL16,0.005658413094708154,0.04784652361986648,0.08918113348338316,0.06881890622073833,0.07849637564898501,-0.039746668488566936
LAMA5,0.0069244974353234985,0.04681522810225274,-0.11030572126511157,-0.02744950692677555,-0.050635511592345445,-0.03735421258243342
RGMB,0.0330639394342768,0.04847127425404734,-0.03507526779738234,-0.0024285183840900833,-0.008393713518593866,0.06711336089246243
INSL5,,,-0.012351697774354999,,,
IL12A,0.008739338654114222,,0.12335030573314187,0.01980691154197271,0.053132414949575255,0.03153610175598706
S100A8,-0.023874288271064876,0.022265492451278204,-0.0027396071586172892,0.010863336241138041,-0.029646447617760505,0.030414809767518487
TAC3,-0.05266449994632561,,,0.05321998852037323,0.045911609044025116,-0.03609620826543392
TAC4,0.007402528932724903,,0.05910056135205624,,,
MFAP5,-0.01586298692114772,0.008129632364125651,0.14813229314129372,0.0032198624113516637,-0.009598467100584488,0.024918784846197466
CXCL16,-0.011547901284287133,0.018981833926062994,0.09302274787816539,0.021417428642857714,0.013570459190716394,-0.04880174643570646
AGRN,0.03601681983673139,0.02720203405536201,-0.004789416525067117,0.05519497034336113,0.0957367901105786,0.0480310192950299
COL4A6,-0.020242233188625985,,-0.012933874516624767,0.020958390134522265,0.07229908422535482,0.012910693450524367
FST,0.009730169087809775,0.0036184180480238297,-0.07133722232293972,0.05812665363322001,0.07030737081859446,0.032130454261504564
MEGF10,-0.028515841196603938,-0.022492721652053606,-0.012843594949907639,0.10154136278670871,0.10333981285526526,-0.033747859254113416
C1QB,0.03431068326747986,0.07122019053073124,0.07875409319445481,0.07078295349050177,0.03354600123621731,0.04569658722572859
HLA-B,-0.022093959655425217,-0.009467960194477338,0.03083676917643696,0.03778254383228797,-0.07714734579978745,-0.02079523551648328
PDGFA,-0.03028470563880967,0.014270109121321841,-0.032614357415466484,-0.03964387231778644,-0.08673995730513108,-0.02413841349847442
LAMA3,0.022740477951469548,-0.025403650932836055,0.029896437855311046,,-0.013626013338325157,-0.021912976415399087
DKK1,0.054712107523616736,,-0.0431660059571684,0.06351432941970882,-0.0242316829570162,-0.058932826074591445
INHBA,-0.016113976384182542,-0.04406827222007815,-0.019695480824008453,-0.04489358241118184,-0.0794490305000541,0.02610765806112659
IL7,0.019996801471378417,-0.023045666167821142,0.029091773254104072,0.09309972868767863,0.15085605709515146,-0.016869125242633336
FABP5,0.00018568053418082343,0.1063706590140527,-0.01524760674776844,0.06673751220970815,0.08008559227175234,0.09575725948658327
CCL4,-0.037744766590368066,0.01887908283871948,0.013581023487387418,0.13091451369280974,-0.0342635240744662,0.038877325356829494
FBN1,0.025131699393918468,0.04057006747398901,0.035470229600645276,0.007304783208954776,-0.008445397873195032,0.011474998277218476
TCTN1,-0.03510219604199056,0.033082505682487044,-0.010814719513709522,0.033885671316902156,-0.025241892532088677,-0.041827319514633934
NCR3LG1,,,,0.06579654625403525,-0.02051649330255082,0.08074690113709306
BMP7,0.07959937417278765,0.03582699954722899,-0.010151078384419247,-0.012752971363104708,-0.02273230206450127,-0.04002670509189351
NLGN2,0.024702677529625166,-0.01436212488116185,-0.06680082981692749,0.06576207297102778,0.06287014435741708,0.0060160812086034535
CCL25,0.008169819977413142,,,0.00830241197526304,0.03337931585440443,0.03962683726246546
NPNT,0.042382939882060926,0.08085973593440991,0.020003396018954348,0.03249287441899106,0.05313638639426589,-0.023397720698929845
KITLG,0.011691099004160016,0.027538844781956305,-0.037885564070624315,0.04817752881941394,0.056726555139504246,-0.018622109550001934
MADCAM1,0.003692335623662892,,0.07656910218188732,0.011983686354354855,-0.01599846040765584,0.018136427201521848
F12,0.01828323032964046,-0.04069499778249943,0.023287981647116752,-0.009297669569243213,0.04044691214981598,0.011788664819430385
S100B,0.05583440133822589,0.15495993957114162,-0.03745641796718642,0.06378913180271428,0.1528130160408865,-0.04571422282565834
IL27,0.008315253480340306,,,,-0.019404882374132883,-0.01886866787327182
CD99,-0.05302254235251124,0.0445668350290059,0.07717537159468689,0.1002261518083332,0.028994738880443564,-0.14109596016524345
PDGFB,0.049733654385077354,0.02058131915478204,-0.019840064201856935,0.02877835186784055,0.007923921992300336,0.025331677855886955
CLEC2D,-0.009302930211345869,0.0371272514574202,-0.08990430776217173,0.10187349999734642,-0.006488871685156564,0.03712817637734688
F8,0.015047127701283053,0.06512128164791843,-0.006200046881280361,-0.027823366313775046,0.027505206563490717,-0.04162611877251044
C3,0.0753145350254402,-0.04554287511802866,0.04419767954798525,0.0020252111023814443,-0.013468712003348595,0.015864386643386127
DLK2,-0.0006324800136585724,-0.032000758828497206,-0.007413974676554728,0.02959403415711103,-0.008371282294759955,0.03122270636193652
TSLP,-0.04563716609457349,0.09340490491851354,,0.02791428302268426,0.008717332605900066,0.002287068590329162
OSM,0.004342730017493496,0.04274152676377153,-0.05189553131752515,0.1247235323054385,0.01886049440115435,-0.021411783096758112
PRND,-0.016470018888944622,0.035367320669196955,-0.022976955980101917,,,
SLPI,-0.03457860290673749,0.04671029011624263,0.09702290947279851,-0.00333303339449054,-0.1149242124685817,-0.07317561469371035
AFDN,0.023845015955142476,8.998745717270858e-05,-0.06687965002353313,0.002951415144040302,0.017389947803313075,0.024095266355189823
KISS1,,,,-0.027102119719233122,-0.015305169669570103,-0.0248172552955659
ULBP2,0.023128601084838253,0.08128598769152694,0.04379088869883881,0.06058207247284522,0.08582650332999783,0.03221340252327551
ICAM4,0.008482709016434902,,-0.03445165688901498,,-0.013427275427712762,
ANGPTL1,0.0391687446722562,0.04098881251409859,0.0292692709361287,-0.018015693544559556,0.036880639460912024,0.048394662114121086
LTBP1,0.0329773480321,-0.05770199474780487,0.013386086300141369,-0.04381758316953155,0.04221001568472308,-0.06035157708482336
NTN4,0.026831707454615238,0.027765522582688558,-0.04706188144853956,0.14685784107241787,0.010720528177930514,-0.0005829688817361057
APP,0.04024287850827963,0.006424684687703745,-0.065627172481372,0.08367155461999556,-0.05127632109015303,0.03814174105151611
RIMS2,-0.014371515991584271,-0.03306968014253428,,0.09036427792690156,0.018285510501830794,0.04650923710697559
WNT7A,0.05253940062238479,,-0.017751081003242297,-0.02744708248557132,-0.028113444445410096,-0.03617086717103028
GAST,,,,,0.09204043787584185,
GPI,-0.040484176854140554,-0.018855488939063542,-0.0026804063192480375,-0.061210182959489455,-0.12081249171976643,-0.06966487747291562
IL1B,0.010652731131895939,0.013084594886833195,0.05480911884250958,-0.07717986330131289,-0.023858277745318547,-0.022840040932317052
SFTPA2,,,,0.04750751238175324,-0.01322571671366415,-0.020189747664157265
HAS2,-0.045832303752513785,-0.03814543598623886,0.003825064209848888,-0.011069481987999785,-0.06658260340517339,0.03356936389360184
IL11,-0.007108827003140477,-0.01361293189483303,-0.03342232538996628,0.05381371003544205,0.017352177196121057,0.055887314902605886
SEMA4B,0.03300139904140207,-0.045910966964518546,0.008125495625005526,0.0009275399740445296,-0.0083421436671177,-0.011874577287339753
FGF12,0.051161933928793375,-0.011221419941756041,0.046633210420570365,0.03256302692290209,0.04219482576088077,0.007821463549224424
CP,0.009145377787480077,-0.036497440278954865,-0.013624977904441768,-0.009831949584894238,-0.07351908013225812,-0.03996758813054682
NLGN3,0.04176398069577429,-0.024768083652758458,0.04236073641790463,0.04187293488610741,0.08514630900247401,0.09176117805358501
GZMB,-0.01965586894356709,0.05462091739946669,,-0.027649432949285277,-0.01897314108991364,-0.0427561489261961
PROC,0.013888505495985037,,0.03319128485869741,0.14649510576576094,-0.01616747032079177,0.001271633949830141
TNFSF11,-0.01523305875252108,-0.02304566457589728,,-0.018233306670074396,-0.01616746410896124,
AGT,0.034166564813845876,0.050627642375823255,-0.013126451843368688,-0.008976599197424972,-0.0641294042832044,-0.11904276106586202
PTHLH,0.016739876191053635,-0.014432853362953477,0.08493586434617516,0.00655431550133466,0.04999953113141205,0.04758874633760926
COL1A1,0.03564964075602142,-0.0232986386663028,-0.021548568152054144,0.010037699478122112,-0.0029513038453656717,0.03300809068751747
LAMB2,0.0020056845087346267,-0.0646142548288271,-0.05312337014416608,-0.025803028712844955,0.027049421979976403,-0.0077322529273424105
DSC2,-0.0019177007848466938,0.03967021500621603,-0.030149871302321184,0.0711486006348651,0.03735653276876213,0.04093463391572584
WNT5B,0.012804289291435723,-0.0246492334269617,0.046408618148356943,0.03884458343224848,0.05832711446801409,0.06921504180883754
LEFTY1,-0.03550668598380111,,-0.049131708155286904,0.015540419950413114,0.009914385175078894,0.042875753117800716
FGL1,0.018238919528989147,,,0.005411761871810033,0.05705197189008024,0.02403130320880097
CXCL5,0.004706811326948877,0.006143949327624718,,0.008559495250680909,-0.071739228621087,-0.02214607878248624
S100A1,-0.021768462874320726,0.030377512488355553,0.04910898475790701,0.11234689049090442,0.10032959133856731,-0.09349683595949158
NPTX1,-0.007995301428193385,-0.013389065853901934,0.006290165629649389,0.021520637534022793,-0.007021081858704916,0.022022774889995236
TGS1,-0.01000578410943988,-0.016217122610538714,-0.009000349926496756,-0.016646582325863253,-0.016445937343583957,0.007754675621894217
SST,0.029708243960139612,,,0.02058237605762288,0.031172075935059322,-0.025464924630842822
IL34,0.05603168816840509,-0.025091785060024997,-0.04137770713106169,0.09283268001603491,0.02727162500910033,0.029793510560053697
DHH,,,,0.015771702685499434,-0.014481655747206721,0.01168344082825908
XCL2,-0.017056594201705504,0.07123112521338568,,,,
TF,-0.022084403088817796,0.03415771506505657,-0.008455795148004768,0.004706917819239703,0.06255609934004171,-0.05473588635347009
IL33,0.05979232816763826,-0.027938827208591414,0.03987412756875898,0.06207870088976985,0.12386722233911857,-0.0578459563640804
RBP4,0.04659168245006827,0.035608363782910955,,0.050749065883681235,0.09200935918614277,0.07138099696334561
CCL19,,-0.020906028020018667,,,,
CCL20,-0.020154112869022994,0.01686665310070598,-0.012364487336094339,-0.004919759796634601,-0.03839354183584465,0.006759929776998069
NAMPT,-0.04425983664071023,0.009825687692136634,0.10682745430257097,-0.09057223068633186,-0.10572312104553735,0.018160405837232354
