,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk,ZH916inf
HLA-C,0.015629725787319564,0.0412310620754296,0.0779036946967295,0.02402806102951608,0.06627176075629881,-0.004689402838992756,-0.02871500683690039,0.06094637774939343,-0.04875984853019319,-0.01552310740682241,0.06157209530266853,-0.0002728395682905415,0.0800332350698571,-0.03151857561392542,-0.029812244814046315,-0.06643278804232335,-0.11430156616526563,0.12855752422872666,0.007934405308193723,0.04883046177594978
THBS1,0.006351851269494942,-0.016313493509981392,0.05458628336964813,0.04142058016356485,-0.03907662282313797,0.0049273205384164865,-0.014658052478760054,0.05827060901423846,-0.004675143882340325,0.005913965313236601,0.10077141991282745,-0.004775194380491077,0.017720023075649384,-0.0001653693216489493,0.06604907933684645,-0.05501658919402457,-0.018195941385575218,-0.013054958572398941,0.10247636094671941,0.09061253266032836
HSPA4,0.0005093758155248377,0.017143090024866334,0.015595161030266943,0.02599751186264261,-0.0043708321727733606,-0.007600590687073458,-0.040458228355109684,0.018214197334502358,0.010300386589106468,0.0339738458810569,0.06119624676545167,0.05111600621022337,0.06571009044957818,-0.04303266024913851,0.09944958798307152,-0.022012860414453297,0.025126135317756725,-0.011370354377557462,-0.017579990937790297,0.06992536155446835
LMAN1,-0.0021383759601272625,0.03458640195834783,0.014687886212472039,-0.03153928240527296,0.017410934962715688,0.07867431633476017,-0.026883222234645014,-0.017899481054998872,-0.02862599961389474,0.010597960677190283,0.006710006562282219,0.04455543538116193,-0.028209057663244594,0.06273850496572944,0.0192936402280505,-0.017880906015449824,-0.08016927070936017,-0.015712649229853697,0.0160542660900187,0.06593286655517068
LYPD3,,-0.015059194222624634,-0.009224141825284587,0.031263247402188506,0.06540627722900098,0.0007092563413151207,0.01674686021437961,-0.014205962392831088,0.002663174015507566,-0.015315812062622506,0.03881699196205535,,0.01741102688850842,-0.013188290532904143,0.15445317722203397,-0.03906941787644163,0.1174023238416873,0.007543755605793286,0.05841721665368374,
APOE,-0.0377883408905901,-0.023479767738547014,0.019547099080090183,-0.01453109432518734,-0.00023168173883358946,0.031118617785774946,0.029104949204973155,-0.04698294138925782,-0.0645606435455534,-0.06508512751666463,0.032232812581761965,0.03434441600948651,0.014035709258511487,-0.00897212193423922,0.07281312824579236,0.010226980091504814,0.06521545480367183,-0.013290707639283684,0.02005670830499577,-0.050372731877588194
SOSTDC1,0.008080067993315843,-0.015534526106112308,,,-0.011870098421209877,0.008852410635882772,-0.031677243662975536,-0.0245411002879967,-0.011646215350467793,0.021561981472258337,,0.023361897051478377,,,,-0.026410125040580917,0.08816216146155144,-0.03867927503468149,-0.047074863278574235,-0.04777999616400681
ANXA1,0.05743349140128922,0.0354893887848658,-0.034747494661103946,-0.026907666536905493,0.0059839146265390705,0.013763470974100361,0.011280519247642855,0.0378374426924581,-0.029846032964004017,-0.035264973485736595,0.016428094907766356,0.025564825766909445,0.06153181854454944,0.04437407563651369,0.05141754784977126,-0.04614038423567146,-0.06522085616937211,-0.05773737668144454,0.057133767057167,-0.12133627587528263
WNT2B,0.006852922744860027,-0.016746232652396574,0.008768800151836356,-0.012667461917680142,0.009676412245659488,-0.006171007989257331,0.012201202598842362,-0.012806418486011918,0.017056414048915107,-0.0290043696736712,0.0084478558436658,-0.029607628238254035,0.04005180792136762,0.044523289671009644,-0.026776462482967042,-0.040485505641165834,-0.02705833128364182,0.08084888047541612,0.0984535366923092,-0.04561810167957529
AMH,0.038226134929887384,-0.023113651898366783,-0.03178594697038019,-0.0008045309819782214,-0.03393921616250522,-0.0391615531432825,0.020019264968733713,-0.014625713725783527,0.029013501803963178,,-0.011554745059846959,0.0805857350326552,,-0.004272314523420557,0.14827200593725798,-0.018743737901853682,0.07995729519047926,0.04532969143419618,-0.032742683348224964,
GDF10,-0.023647532857299595,-0.020858784192410575,-0.026631228000612243,,0.001539000143142556,0.03902800912987214,-0.017367984532446114,-0.013664485743061627,-0.027570741102025995,-0.03607978759320649,,0.015332076385929514,0.05657524396737056,0.035183542608453536,,0.030153929175495694,0.03827137778405052,-0.030057087925890506,-0.01174487237863401,-0.018050299660566302
EFNB3,-0.005063804920635255,-0.006991993363790598,0.0174432435125245,-0.04372617900571457,0.07327299052734579,0.016374520913948542,-0.03287726476167687,-0.030722288862857786,-0.012031198626290445,0.04764434206014091,-0.04838098238183039,0.021652495521610866,0.022325211951478043,0.04104057401136299,-0.023545326665505593,0.037754295220117716,-0.015265412723892327,0.09178196586034987,-0.04721113809481359,-0.09052844717085688
LTB,-0.028759966019023815,0.006024847078568682,-0.03885190275940525,-0.03371381196506803,0.05572017953606364,-0.02238090630682055,0.03610521300628794,-0.002083904563184879,0.019012993534205522,0.10536375555690658,0.05998545802577376,0.08892129539913045,0.017926079206225173,-0.056163177298141145,-0.028328435431826476,0.06556396665669742,0.04755971265200264,0.08158622176486968,0.05054867928275627,-0.03482378568728381
ANGPT2,-0.04334766984928012,-0.0209612416894536,0.0020749328053167753,0.03518540830204744,0.020272522608135737,0.046153219707183925,-0.029855506744366055,-0.022046291664113562,-0.02731985266475252,-0.01832953440228304,0.022760528341974246,0.08208039146607289,0.059260851807500244,-0.11833098297121616,0.06514268656508924,0.002442251818920275,0.008443629933546594,0.1234630754534977,0.023157849282657732,0.051388813069679365
NRTN,,,,,,,,,,,,,,,-0.03402669624131581,,,,,-0.06634705945665081
ADAM17,0.032712455880655654,0.06417104767374092,0.08365119379662193,0.03586516793671849,-0.010392718245031164,0.020038647432856885,-0.02359748377166465,0.021428350013454774,-0.05197024784320332,0.017423930092519958,0.02541544901833526,0.05182832015367381,-0.025404814601218666,0.07089713206025262,-0.011122575081133722,-0.016146102313161863,-0.05362569563310701,-0.025732298429238028,0.027120951194702803,0.05366776477353879
LRPAP1,0.046464560032130314,0.038821632124970806,0.03180598235135738,0.012292207744236594,-0.009728029068228726,0.02721809985594675,-0.06604632692326302,-0.07724998169420182,0.004924959912956992,0.023853600404578602,-0.03488222606065059,0.014268438213703381,0.05035385776209382,-0.061010692924448766,-0.05111739231936463,0.0417104288551463,0.041778956142003464,-0.005855031299540993,-0.032837900521674825,0.029024999210323036
NID1,-0.07231728615819594,-0.009946691943661051,0.017225457923668065,0.09206024585954671,0.010533237799976938,0.04537963050986282,-0.030317624288800443,-0.03042009061566915,-0.048144957353543884,0.015947979417839358,0.051909895473204334,0.020427817674383026,0.13687586580662567,-0.08420493587093503,0.03580659505457384,0.024515117658908094,0.002442304519380619,0.09793426855476546,0.1055579692354375,0.09180106722272169
MST1,0.07014290444021705,0.003491073474096753,-0.007996935499718312,-0.015568763831817212,0.06271742823158827,0.011874972287702118,-0.03896500315130782,-0.017503186214278932,-0.027003222312380178,0.043574566641053886,0.013957977389823182,-0.02254641107528665,-0.010958269317489104,-0.0027999423514269393,0.016075655663708183,-0.05090834278276256,0.06056345628768908,0.027892441087681547,0.08686768979162354,0.014319972568883232
CCL14,,,,,,,,,,,0.015812294841071998,,,,,,,,,
IL13,,,,,,,-0.007370722977020924,,,,,0.042581514735759815,,,,,,,,
DCN,-0.05449191441023097,-0.013158964090895085,0.035277502181854554,0.05462104386633223,0.02950091993542217,-0.07705864859538823,0.004632242387458433,-0.022083548849429382,0.013127093926743978,-0.02537215458217365,-0.006798538424589667,0.07625006594024454,0.1285945530334005,-0.06264983765735298,-0.019050097802901778,0.010470073818958491,0.024377090122900073,0.0372334078150954,0.0826114502752038,0.027070823404952746
IGFL2,,,,,,,,-0.012028206731281244,,,,,,,,,-0.01961483646019087,0.002824232603431433,,-0.0551477735793632
COL7A1,-0.09786864395570971,0.059522057448279736,-0.0036192763087651205,-0.01386318931475926,0.05975257807178905,0.03267985053274718,0.04347956728149831,-0.0016004073073836843,-0.024221147071937933,0.003526220669426239,-0.022666122076044157,-0.04326338871550308,0.007168958971067691,0.03218322101784033,0.08913351792875622,-0.03749954139969345,-0.0006390415756333748,0.10730705355500425,0.07333313468769766,-0.0028170695395366234
CALR,-0.02390591531520107,0.05954440843242672,0.04559522471178967,0.003379191763038951,-0.05462930106865828,0.031213975891220717,-0.005202780893886599,-0.014359110980372182,-0.08120371680881985,0.009596670133886655,-0.031933487213115216,-0.02137542284339064,-0.02295618812141922,-0.09452557185904059,0.12067884180578291,-0.03096886785376038,-0.0563120960507316,0.11250522980448288,0.06768331110223419,-0.09589847185147964
PIGA,0.03549642453916335,-0.032967132704882524,0.08388213663184178,-0.009029073574537775,0.0026800795873006293,0.015112423317360445,-0.020197143864561274,-0.05307174609156485,-0.04197209952890018,0.07678344454414276,0.005993447397586198,0.0075832620867701305,-0.016134462396891116,0.02719750097287076,0.0002639276963270193,-0.08956760808137638,0.02073219021093441,0.042282258450516266,0.029271083231958345,0.022137416491268
CD200,-0.008859814358438786,-0.012241677516248533,0.007512527239087489,0.017199926081044634,0.02759406200270619,0.02833331484990664,-0.004162429802809904,0.018562807602509217,-0.04441494746374909,-0.0017043674347927025,0.04745783281625514,0.03861491233357437,0.061286274490470895,0.050087774115849214,0.008588131618527088,0.0571936159050699,0.050207427144933155,0.11594810051575948,-0.07947657305367949,-0.00882294785192883
GRP,,0.0842886235913234,-0.0226049607779063,,,-0.01615518414680182,,0.041583243258561976,0.0011550251202873338,0.045151354744694845,,0.0920985859248388,0.03999772112692857,,,,-0.018491950292782684,-0.00900965971615197,0.02344190912075759,
CDH1,,0.022764351748953814,-0.0219684993080829,0.06361176156101547,,-0.009694692648722074,-0.008214157466410903,-0.03015627982501529,,-0.037726674401599554,,-0.029727996189050036,0.09518660317536924,0.042384471998870424,-0.0006585665464489592,0.021127000456416377,-0.0061499969838183285,0.034566091200163164,0.009249964877839852,-0.0648355612268225
LPL,0.023374456753742837,-0.040366537661881585,-0.006974266213112128,0.01607599423753252,0.010682761706692273,0.015493518965293078,-0.032751184599975794,-0.009830858733698539,-0.028013072600297582,0.08927258917685119,0.013277343205720086,0.01523666165240001,-0.08460337741057812,-0.011897395584414891,-0.075952137323775,0.04451157400057617,0.11841526065559657,0.01906846369439963,0.058280102224927896,0.13242573125726856
SEMA5A,0.0112733871724721,0.019421058632381583,0.037528357143541365,-0.0028313681582466358,-0.08564020531243234,0.10719185728643903,-0.028920978856864312,0.04826763127320582,-0.06196641484414166,-0.002660554325655754,0.009965482867415047,0.026803858317554,0.006351483053771484,-0.03788978869740434,0.04697464858896744,0.04454916747756376,0.04808620100038568,0.06487590518748697,-0.032053616943402544,-0.002532783883588651
SEMA7A,0.028522933925237855,0.003580122820757589,-0.030134212925020623,0.02010143880598263,0.0984895227371492,0.018704602923659483,0.01837508326922585,0.023253222972897242,0.03773596148634272,0.039969852967307755,0.09866229966455115,0.008011219259608154,0.012857618406986947,0.007784705624283021,-0.02498786381669365,0.003858595089646352,-0.004369916808408496,0.14380891933012743,-0.016988102595371857,0.04459806683833495
SEMA4G,-0.0581458189906998,0.02630846605187854,-0.03680472861295953,0.01197758995638718,-0.009476215607194844,0.06660250587820195,0.014718366851131577,0.00851930945508706,-0.029163215742076722,0.006268974186227425,-0.02209224649549634,0.022868885581089758,0.03818652165692193,-0.001245292274259696,-0.016941954738253103,0.0006783010116694179,0.05053655411951352,0.04728605510023549,-0.050820777781226456,0.04790806187098648
SEMA3B,0.027499654383640118,-0.02328679944046518,-0.016429471851864757,0.03167588719321875,0.038031556657166204,0.09765368286095183,-0.007243925628968047,-0.019624892000545246,-0.046745298692418634,-0.058567912096339055,-0.004872836021468821,-0.0005862611799095649,-0.028038602076677428,0.018975723201320436,-0.007028208098068948,-0.024078256090846364,0.004163584164946006,0.006066767065439479,0.0036954564944597533,0.0035228636422166824
RPH3A,-0.03721778442733893,-0.04554647792306886,-0.047150863890805736,-0.05719932303065997,-0.0020033758272351046,0.04725053876495346,-0.011811386462622243,-0.005828358528699778,-0.05448937522548649,0.049064772058047865,,0.035400015632171856,-0.09329463771208855,,-0.021620344699199188,0.024396751216119044,0.09172768553785475,0.026550079040638663,-0.06517041086813108,0.012259204804448365
JAG2,-0.052429120653602376,-0.043774413115017875,-0.04123454202256646,0.09123005150094364,0.05270472480600186,0.000591093394715002,-0.0604927285371726,0.06333835202327401,0.0018934780574604026,-0.07907342287970887,-0.02220272036174627,-0.04194595805006666,0.12587076041479003,-0.0538937538694008,-0.03161158586655021,-0.021231815320613613,0.005315625471148465,0.11336010805687713,-0.0004538221330900594,-0.048466099626205156
CGN,-0.0474890693155549,0.06467717440289467,-0.030777212732537404,-0.01435326192855696,0.0599189844081239,-0.02503760529626552,-0.048634936913594905,-0.00024281478349504255,-0.01251639860328116,-0.03378042831499197,,-0.007829078018637652,0.00482700475186798,-0.014849800273103553,0.018275108901211302,0.002365437402690043,0.006553844331988527,0.11882473455418323,-0.03232268468989723,-0.050652831276706785
GDF15,0.01005546178985927,-0.0005797785988326601,-0.035383335198265586,-0.053328023230751954,-0.0580874090665053,-0.02690834548434999,-0.039225497217497005,0.0012820021879442537,,-0.05261104499352181,0.03260673165310112,0.03320841686548374,-0.08462669181421331,-0.015525800597145471,0.02447900961834672,0.014086596517367685,-0.012848198897747071,0.079342800282261,0.12797585663682767,
SEMA4F,-0.03850810864166163,0.029723589855144554,0.027127147672540455,-0.006788065718011128,-0.0036595319413872994,-0.02831957822983071,0.0508630627667076,-0.01572250398343587,-0.009837763000347579,-0.0018459129117990329,-0.004791811255954263,0.04032845543955754,0.034888705312214614,0.12426440543440666,-0.08349130861054972,-0.006582840964235661,-0.009686619297594637,0.007646557347473039,-0.00481826151074207,-0.06228528837500178
NXPH1,-0.03683105834822342,-0.015790781171148783,-0.02288990994725989,0.02575262814498309,0.03108354606503849,0.006197063903218626,0.007234080040681161,-0.07599661151667642,0.009803382558825175,0.007196156222345108,,0.0035013583144693668,-0.020853875689524796,-0.013330787517499042,0.15574954062201324,-0.04795088552324531,0.0590558466378625,0.09412383797910051,-0.037338488660083685,0.024788768132990423
ARF1,-0.12124704475361613,-0.005442708497222024,0.009452567902086038,-0.020667718440080994,-0.024784117254283883,0.0334765790239456,-0.0031496257239601437,-0.035679659030818045,0.05201319708537106,0.08954769532111474,0.027555118202355712,0.05947742084173705,-0.07711562649658991,0.039289486841217656,-0.0045641138238252076,0.02860970425795403,0.02930411831459332,0.0707837555923094,0.040871353784673436,0.03211360176735892
DSC3,,-0.015201174074090449,,,,,,,,,0.002922566318943877,,,,,,,0.0008335228343379509,,
EBI3,-0.048974480767618477,0.03275338643492101,-0.05010896320521715,-0.0004222770637417787,-0.049075347316386436,0.006137943016033239,-0.022394019653365307,-0.009823827526213825,-0.018909632256202746,-0.019350638995456717,-0.02061212314320336,0.013620815406542109,0.1128801901811857,0.02903659915226197,0.05135921026987866,0.04550595728263948,-0.0058985813093887385,0.061695650981454485,0.025670462125392646,-0.06228014766628247
