,UKF259,UKF269,ZH1007inf,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
GPI,0.042977553015961435,-0.06013669544709188,-0.03132990751471245,-0.01609523839849596,0.03377925515447189,0.06665861545555003,-0.03172889790240465,-0.0033192138793039726
IL1B,0.013349904787883006,0.011499769136436407,0.0633810927667392,0.14952905975609573,-0.02123037186261381,0.014288965222428606,0.018140895730854756,0.04250036942580789
SFTPA2,,,,,,,,-0.017046303942766804
HAS2,-0.00785516621175574,0.08706400304782219,0.0008661342810452464,0.06697609765429037,0.001778055839236025,0.0750329871391904,0.02147561769440783,0.03427280587733743
IL11,0.006513915331326277,0.10381732664303098,0.01762404983445304,-0.032067261840103646,,0.003418887819775376,-0.013635298771559825,-0.03065205224687949
SEMA4B,0.024894232269291085,0.060555330522909276,0.019703911564576137,0.014440870049910898,0.11328553824483695,0.005483281764519069,-0.000885553077874613,0.01951811848318586
FGF12,-0.00025041554228382877,-0.0477388402807291,-0.12496670254683341,-0.09908245327791886,0.08336929832457006,0.047620359169489805,0.02278163714086796,0.012901347975141022
CP,0.03832051304511111,0.007506545011455857,0.02927188656387711,0.034283934593493784,0.02187513975830908,-0.0003484187515664474,0.03525250209608962,-0.09985876516775757
NLGN3,0.0019976466569139313,0.05626778476437471,-0.038798151399799544,0.04886295170558627,-0.026758940730923643,0.044234692748080305,0.00228388705313932,0.04758470977943275
GZMB,-0.013932492139495052,,,,,,0.07444721853703523,-0.034577315759616346
PROC,-0.002645086534407735,-0.006126080979193448,0.050015265489866526,-0.07408406891068564,0.03316535521822941,-0.004271297056954577,-0.00865296830309595,0.07154201240273288
TNFSF11,,,-0.03854310182901684,,,,0.038811957872026646,-0.01777486665592898
AGT,-0.0560513088770733,0.072992738516985,0.058794042322992936,0.034157433156438634,0.11109088652947564,-0.02643781929638638,-0.030483989432072457,0.1011571026002206
PTHLH,-0.03280317113576424,-0.039466622442284535,0.046816228274785945,-0.009533929035680897,0.04950518014526526,0.03756186846945997,0.03913844680469481,-0.009604438726863127
COL1A1,0.039516153091107724,0.10973028566118022,0.030847161648987074,0.04040428049736481,0.02419635623093725,0.13499472897662726,0.05718867523223434,0.0186047848838633
LAMB2,0.023807583373953785,0.06368664798879911,0.08831030896318279,0.046798934842901645,0.04121452862073369,0.05030937611195307,0.05793674434649915,0.02959905926328083
DSC2,-0.00018209470557883778,-0.03982819372312604,0.0012825978997668044,0.08421395471898824,-0.0520614849470155,0.026037473323323408,0.034209111871096466,0.017187970964990636
WNT5B,0.027110285420885616,-0.025751397853041622,0.08497758642852175,0.061833954488242804,-0.039873427791336034,0.052638782115103595,0.05898618287902123,0.043734643441405444
LEFTY1,-0.030040456323949697,0.09250506043568414,-0.03627331012235113,0.03876409646929013,0.027764510981102154,0.007807690529275251,0.01762455454877362,0.048639886718740644
FGL1,-0.011927900963575872,-0.000214216180650074,,,,-0.007981482849659924,,0.0002993535367435414
CXCL5,-0.010962784236497635,0.10789235583763704,0.12403218124783613,,,-0.037108037564394014,-0.02981731218328967,0.030960245019953203
S100A1,0.0025740796874148624,-0.07836798266074908,0.007300262001535614,-0.05147091628711295,-0.048635314570737526,-0.0888279226722881,-0.0013138369225021973,0.09616532356358296
C4BPA,0.03075209982132917,,-0.03286390320074976,,,,-0.020579537543217404,
NPTX1,0.002526557718448917,-0.06432642955631303,0.005118417825984684,-0.1009584377687215,-0.046879127690060376,-0.016360138695100612,,-0.03575851971105051
TGS1,0.06724849452357463,0.09161280358433964,0.09876653962898461,0.06872332793383909,-0.05360473447453823,0.0019301304242533102,0.017701241569396876,0.029022693355609572
SST,-0.01814988120400539,-0.06904457023488098,,,,-0.034598296139462595,,-0.023504391483911646
IL34,-0.00038918959616740225,-0.034861252490829275,0.00800293140082763,0.012566056868091471,0.10847495786628222,0.0414518759046855,0.06557870933525631,-0.030633403330416815
DHH,,,-0.03532936588165326,,,-0.01009942383643532,-0.030393570081747506,
XCL2,,,,,,,0.09564700775760124,-0.02023863470658893
TF,-0.03513758055303963,-0.03271681225073339,-0.018918066950638333,-0.1227150293222372,-0.05251893004684749,-0.05916382126584425,0.021344236606612044,-0.04281085187054985
IL33,0.008291699049183419,0.003892924527236543,-0.04629191873480077,-0.11636210459874348,0.11904244735078913,0.0687398674969098,0.04013769129727529,-0.09117648025015058
RBP4,-0.02232272812187867,-0.05671830939566574,0.08026390117252002,,0.011582315812198365,-0.021684176318477442,-0.02692279604502194,0.0766168255481579
CCL19,,,,,-0.020083343588906864,,0.04697397940819985,-0.02605752770280373
CCL20,-0.027417346598147464,-0.014158629343116364,,0.0821522695051855,,-0.01821903226917191,-0.035707256963963346,-0.04171408921951546
NAMPT,-0.02162939775526327,0.06191302150993135,-0.02867316821460604,0.01848761431011543,0.00991287594504629,0.04388443206187539,-0.09677212526020988,-0.10559958356644729
