,UKF248,UKF259,UKF269,UKF275,UKF313,ZH1007nec,ZH916bulk
SYK,0.025343660096667237,-0.006811369507628269,0.0033284650965386756,-0.01399691647708098,0.017709736628016077,0.0512792776385256,-0.056525957667409726
ST6GAL1,-0.02145248160078645,-0.05677253151274892,-0.056536446551389716,-0.08369869672994798,-0.03037587251958348,-0.02508822403792995,-0.10907332834565407
WNT3,0.013589888393382413,-0.0018798306980356695,0.024077961773556894,-0.04281236136913318,-0.0036014137544317115,-0.03560834511122531,-0.06965440172535939
HSP90B1,0.09135983152801234,0.05001885910883594,-0.02264961208326826,0.08975431346873608,0.028388097665332245,-0.0044545261869663585,0.19409213114708698
ZP3,-0.027175728374982486,0.014282830969182505,-0.05327475972663086,-0.05116034417236548,0.051651154490851635,-0.057362953211777354,0.0589035954005322
ANGPT4,-0.014449418057591522,,,,,,
NRG2,-0.022330329226145744,0.0251967900099827,0.07679979290815005,-0.03778637177226611,,-0.057237556433518154,-0.05101288465885417
MELTF,0.0036281092346653527,0.016102679113941643,0.005115389222567204,-0.03812639131384245,0.029638857056707588,0.019933476359948327,0.01999761969522414
NLGN1,-0.04698999664703272,-0.06115528495104761,-0.0517988673415096,-0.026863877025018478,-0.02145730265104165,-0.0210571203958309,0.01114329392831808
SLIT3,-0.02400653042768994,-0.026043137875197447,-0.04570951209846883,0.0038404322207745423,-0.034965780047947946,0.006862780881613868,-0.09901166995353015
CCL8,-0.055984728886183506,0.05291969640991595,-0.015134326875583422,0.008800875784241179,-0.01843286129101455,0.0942576842476806,0.0542157976396184
S100A4,0.060000439948735204,0.0786307019838022,-0.06472908592160263,-0.07706594059021424,0.031171892154290733,-0.000386879976467259,0.05731322995288634
TNFSF13B,0.020839400324875152,-0.002676645395368482,-0.03441691492255272,-0.030323840955172165,-0.0417585868192798,0.016486322534567832,0.03491060778005226
HSPG2,-0.08342188480367099,-0.03452015814406063,-0.04501415738972138,-0.0018246808429055665,-0.06971619144849404,-0.08943793883241692,-0.09950255658707467
FAM3C,0.0019120993249176856,0.0811394007836989,0.007772205676746962,0.007632541123012975,0.0035201430683751466,-0.020891982507858963,0.0037881377926872106
FLT3LG,-0.03559528938313579,-0.0045237640976100195,-0.026884036046504602,0.03610834023906615,-0.03546874176142837,-0.02320525277542607,-0.018867510325123123
A2M,-0.05813739029670366,-0.1240062687615574,-0.05666778393929667,-0.051175304168359206,0.018211149605289238,-0.12216231518313463,0.005851050998273677
VCL,-0.08285962418925569,0.030166770130934162,0.03938447744712741,-0.02101702878255556,-0.0021413312899111903,-0.016960632607697732,0.01240848536018105
FGF2,-0.04335315191365097,0.005541946503574634,-0.044334444100887646,0.0142619352782201,0.015525264443436578,0.01192121865914855,0.00883466432028089
AGRP,,0.03901308446505825,,0.03340632972865084,-0.015067785299744956,-0.02083839700338647,0.014911323085696641
CNTN3,-0.032574824982983655,-0.01886380801917546,0.06071691780349431,0.017476298683256456,,,-0.03721923166977307
RNASE2,0.01217754095158324,0.03102756902346598,-0.05237161633820045,-0.0064346147472428734,-0.026338927405271825,-0.007747853688061582,-0.016113323799864108
ADM2,-0.020560898703425427,-0.009078120508824741,,,-0.02145730500446009,,-0.027561009307541916
GAL,0.07769064577526852,0.006223564516140319,0.025184416383863525,0.016919966378700645,-0.017558595779622075,0.030489140260590124,-0.026911314313202952
IL36B,,,,,,,0.297218436189756
CXCL6,-0.015407607483622554,,,,,,0.11060600000008489
PDGFC,-0.03376911514910368,0.053855319091211176,-0.017747518254728128,0.07194476002634942,-0.03501707173496292,-0.12134823735629835,0.07805233269647413
COL8A2,-0.03349994274636624,0.0177932862825409,-0.05138564283108186,-0.029017160845147275,-0.01003243586537374,0.030188039645401635,0.01776789716077569
SPON2,-0.11965452082160216,-0.015597494468996406,-0.0326444192619854,-0.03563469700134185,0.022316243006206653,-0.14770470581567222,-0.05880804852845455
LCN2,,0.07132586784391065,,,,,
SEMA3D,-0.01464581372031435,-0.03481741031023882,0.005208324952856465,0.016948919242015182,-0.018603162487761022,,-0.051007655811232726
BMP6,-0.0176698010915703,0.11298700349171309,-0.012881509600361087,-0.010990728831037395,,,-0.028255443403460378
TIMP2,-0.00858395925204201,-0.08118677749475832,-0.04442098428917643,-0.035992496183041615,-0.031589118595934336,-0.08481539965714513,-0.04007978606628522
EFNA1,-0.008223318112494412,0.05374827808107498,0.01109250886320411,0.009868438198017266,0.024941556685084784,-0.03695602768918454,0.0374286768381477
S100A12,-0.021123384247466025,-0.01818587238916046,,,-0.018261104306145172,,-0.024209781426912602
TFPI,-0.02792656595479515,-0.005115527877425825,-0.019005142977568282,0.011237043041849408,0.010081563297643497,-0.025752327158718592,-0.09671499331375227
GPC3,-0.0407585652793638,-0.022854932865626284,-0.016997236294075138,-0.014417260333487556,-0.017558596027399443,,0.02155003616294643
NMU,0.0056305375049660695,,0.022265074845137834,,0.04336531103959478,0.10958632999686758,-0.04924768896740484
SCGB3A2,0.004074481938681567,,,,,,-0.010038337797555343
LAMB3,-0.013705904898070258,0.0577552204211559,0.10080654219693218,-0.0009644966163557819,0.02693169760714179,0.007550423748252292,0.026198327676752127
LGALS9,-0.00890934091924376,-0.040897101830692416,-0.09853816861864176,-0.048297495121452,-0.025705665725867567,0.03600545388479714,-0.026474246271223578
VIM,0.09673865631665736,0.17442590244480122,-0.03908158771953098,0.0724906562301261,-0.025311613839937262,0.004440251520925553,0.1250242679366701
PLAU,-0.012807758578679714,-0.031097618933369032,-0.03772313600689789,0.026195570476384194,0.020027549716890376,-0.017843451425210648,-0.060880596631272633
TGFB3,0.010249741558190148,0.01237424768263072,-0.051899969799587074,-0.014699624400663757,0.01939760334889448,0.005703644415700332,0.0713667563233921
APLN,-0.005130689954962229,0.09235590654661377,-0.039937086198262084,0.01868354278821605,-0.030643524693130253,-0.07548119757094117,-0.008207959438842203
SHANK2,-0.03504903023341719,0.016273549207899377,0.00025162884297051435,-0.024371356505404056,,-0.012919324786007451,-0.05175248341115641
LTF,-0.043058660328709246,-0.07814499454570387,-0.05883531990933187,0.0003724343460479202,,0.12397390405509769,-0.008883233882633729
PYY,,,,-0.013664486972127769,-0.014435918254294054,,0.014224451597198604
PENK,-0.01331120879885962,0.0101931499521247,0.0761360953879942,-0.011852091959113931,,,-0.08311705103099475
CTF1,0.01814912933686101,0.07163961227045008,0.019659537170097486,-0.04747821355020381,0.112089062419703,0.10149138685468825,-0.011721643462546784
COL3A1,-0.07183214020251115,-0.08850232073510367,-0.05473546933127824,0.009950167837844132,-0.08407967221429921,-0.11193286555862433,-0.023215168240043816
S100A10,0.11746991863749576,0.09406518783722538,-0.03221342055728797,0.11043250198013761,0.008230941263075811,0.021995836856478223,0.1994570179085865
FGF13,-0.035516092338067386,0.007147016991341544,0.038484543321270964,-0.04033659114687134,0.02327238281260474,,-0.07467154558809745
SEMA4A,-0.0558906647341933,-0.0059338339249706395,0.05457437995787585,-0.011542669974094833,-0.035540119230214044,0.0910560526402295,0.026644537654108468
EFNA4,0.02834541316305745,-0.024994098423870657,-0.04606049874799366,-0.011711646151586331,0.010046443420047645,0.017608806882318546,-0.06636126809459238
HSPA8,-0.07208200378209773,0.0483139902038997,0.05107526755141942,-0.07418483886482392,0.02275510606330856,-0.026311570584155865,0.04650790398926663
NPB,-0.013426525523412908,-0.01576988253972811,,-0.016298363935180703,,0.12028055793934112,-0.02319925925517222
ULBP1,-0.001997616906503373,-0.01610487675408481,-0.01526490723794612,-0.016761264910208705,0.12940537699277455,-0.025453452873539284,0.26446452250721963
SEMA3E,0.04168519397854151,-0.035440766066255534,-0.035931259222367326,0.03139368980037197,0.03192780628025072,-0.07038051597069926,-0.023288119024760166
ADAM9,-0.03809832501731501,-0.003980870147560783,-0.04690490765750954,0.06458348535137147,0.015238384759577929,0.015086028620937006,0.011905699985992209
ASIP,,-0.014526804212292601,,-0.015034617667560986,-0.024049345807035414,0.08468113252925644,-0.02628506893930013
IBSP,-0.03652672056032055,-0.030964147125654942,-0.02938230515394465,,0.02686313781560785,-0.0005793321568908874,-0.07857922663299687
MMP12,0.13726468127472483,,,,0.12691954195104055,,
FAT4,0.01714239436839765,0.08781344103541074,-0.02962009218712151,-0.022208017931305633,0.01610836253052248,0.00414881731756809,-0.06046687545655853
MDK,-0.09250801538294799,-0.047483361093614306,-0.03477377668928132,0.0748998218860925,0.02216595962923332,0.011656747647737394,0.01853750438257801
BMP5,,-0.023822831048189864,,,,,-0.002647482849639381
CAMP,,-0.008048388457551823,,,,,-0.03534939971781024
HSPA1A,0.029518064024712458,0.0013093665360559513,-0.03026957618619645,0.003973542444583041,-0.012529219751901693,0.035139367191862336,0.18322414491165712
SOST,0.07571201658824828,,,,,,
SEMA3F,-0.06198101920250305,-0.014690345736564317,-0.0169516332859993,-0.010937710692587381,0.0003331382512372388,-0.038015949812890026,-0.11803406326293626
ARF6,0.03695389201789861,-0.001253354151019185,-0.020539067169500543,-0.00042223629538667594,-0.026903862781794238,-0.01922676677095517,0.17354164743982559
IL6,-0.030637224540953065,0.05872347316141464,-0.0338403094313626,0.023797092403401714,-0.019953254612786887,-0.049380064230017104,0.010644063646308414
CALM1,-0.09023887872192686,-0.12085412425412057,0.04850547291239658,-0.07913611320751612,0.04096790081458581,0.013088563873049209,-0.21586078512749876
VIP,-0.043561257734307406,-0.024625071392201152,0.01727790966032861,-0.026522851357215105,,,-0.009528349422646036
NMB,-0.06899593638011665,-0.05516940319385581,-0.011285245139670125,0.07371406355968482,-0.04702384635282525,0.09704254081634682,0.07049183647202771
CCL26,-0.04488160824229362,0.11295739620709853,-0.019334981836754642,-0.010146532651700343,-0.017310240311444625,-0.010312064021411221,0.16569099262537537
FBLN1,-0.09389808848280762,-0.024513149494576746,-0.020455452672627744,-0.03590214032924728,-0.005674802316073784,-0.0912034506547295,-0.0349279730034295
SAA1,0.03403639238444883,0.0016330503276344268,-0.024842423354088934,0.00714519538103478,0.055202818495061576,0.11327622111202937,0.05508570872955152
MICB,0.027260537482609874,0.11024517164146948,-0.030660455792908065,0.030934341915873492,-0.028274762536748942,-0.07617848189645647,-0.018314578746447388
MMP13,-0.016135351209403608,,,,-0.0020870991897757466,,
F13A1,0.014996120071745726,-0.02298511218685857,-0.02540340123735923,-0.03296862230745651,0.04679812551628923,-0.0679819730965764,0.026757488395935468
CXCL11,-0.016313424653653888,0.03695471869738292,-0.05723285888667282,0.019520933716935435,,-0.04080576008912067,-0.04465787011008507
COL5A2,0.01537637004553838,-0.06751737473234164,-0.0346390366366007,0.012200471876415073,-0.1003631056677549,-0.11391116477181103,-0.09902928995819703
EFNA5,0.03177248188468709,0.083138420371799,0.035635881742694886,-0.033705777825965545,-0.0010453991082025689,0.04833672379408698,-0.050264482363883596
AREG,-0.03892934754636759,0.005522445271526503,0.020610284644246187,-0.03140522215109579,0.027195589717555445,,0.034525176487264976
EDIL3,-0.05479514982245083,-0.012045782979567795,0.026083640359118854,-0.045754851554447966,-0.007944109315841106,-0.056678005962688315,-0.07445172064576554
CD86,0.014752280691577918,-0.02292509461234315,-0.03686956921037039,-0.04295867992672121,0.06202608487921622,0.009080212544883075,0.027461676584351183
AHSG,,,,,,-0.03890187426345258,
WNT9B,,-0.014309560896766492,,0.033115913024114256,,,
HRAS,-0.10435261857367238,0.04945470235906531,0.07299176969286292,0.01933840692259635,0.0006565713158291023,-0.011679944197264909,0.024706453151516043
C1QTNF5,,,,,,-0.009716652887645737,-0.06448710731398859
RLN1,-0.014048798446670533,,-0.016878823351230293,,,-0.04017978319174769,
COL4A1,-0.07927671113568258,-0.08726762401038897,-0.029167538627939867,0.039647981360669105,0.009953029444423158,-0.12158140349669286,-0.17038493941367702
CCL3,-0.02439647878827104,-0.07530297963609241,-0.03197974901632699,-0.03180023401278216,0.03374116720410301,0.027668284986914395,-0.07077988606087589
BGN,-0.03618395832944162,-0.055109364495259355,-0.014718182984640905,0.010769945886225223,-0.06181090832269176,-0.1724690210713795,-0.11266358803820478
RETN,-0.018936495482695354,-0.01765619080335772,,,0.013148838016825561,0.07551239567615782,0.06893722595482156
S100A9,0.04991172904583579,0.0966182910240264,-0.01866952821270396,0.00957315007301261,0.02718487158125338,0.1123330385234276,0.08378794055091925
HCRT,,0.017094249780462197,-0.025319077521297365,-0.01441725514532394,,-0.0004730089120060541,0.06412107670938469
FADD,-0.02340003241780967,-0.02090889016701355,-0.04480339722496702,-0.056222879376321144,-0.03728895009147367,0.04236241350462012,0.024176901340359304
ACTR2,-0.016479674581909465,-0.060691282753087106,-0.0033444762523868734,-0.0964008164389499,0.030052879756394063,0.0074925785010680635,-0.015303628643984237
BMP2,0.011259306000818448,0.05038915535642589,-0.04670110417978415,0.04768424221511304,-0.049475614654842924,0.06694165789442123,0.20418122915314704
PDYN,-0.07729155007378287,-0.01881298960566114,0.05071037423551292,-0.027721275037753852,,,-0.011979836836476769
CD55,-0.01479236215038812,0.0291339313236741,0.009158050711951247,-0.047043988571741024,0.060382240187038444,0.032420255712252766,-0.06542027694874127
OSTN,,0.029208335371966054,-0.01303286694374256,0.0021052194065194997,,,-0.07966414957972105
PDX1,,,,-0.015433533238967156,,,
CD6,-0.02772879283597754,-0.019125746890009804,-0.016878822954207777,-0.0203533399379675,-0.02400616221202406,-0.04142352055916172,-0.0493277003439073
IL16,-0.018028810969644173,-0.015149719931006023,-0.015911255880373155,0.028518232342831608,0.017564454688967324,-0.05599788684888873,-0.09045335542341854
LAMA5,-0.03786086015390305,-0.07530468814063945,-0.052719359427857306,-0.0057788981419431545,0.0019840273853875927,0.10397924237198737,0.006660312391572094
RGMB,-0.008619705694399873,0.015752431189134577,-0.03432882160796121,0.0071203486625334095,-0.003018399057428786,-0.03907676544555988,-0.0344657800759171
INSL5,,-0.012623537624908528,0.01217037101078235,-0.0036359155496721203,,,
IL12A,-0.016284706026959424,-0.01239152695562052,-0.051557477069246356,-0.006067174295586054,,0.08257075390697186,-0.03362530148927968
S100A8,0.03774497545497158,0.05465577950190789,-0.04651129003070341,0.035731539790540744,-0.044387310246151945,0.0588478376575973,-0.02529787713700547
TAC3,-0.04912477435545639,0.048138039377664595,0.08529825617239922,-0.037980879393815864,,,-0.017722052057114815
TAC4,-0.034094373195217145,-0.02762572567992357,-0.01687882500549105,,,,
MFAP5,-0.014839735453778494,,,,-0.006930047704270407,,0.16928071994723476
CXCL16,-0.009446840350905957,-0.07770679572457774,-0.022209488668836153,0.015519527398967005,0.0740736789699951,0.09470544268625761,0.056792519053017895
AGRN,-0.08562539489684805,-0.14828056569446238,-0.06244242775228085,-0.013633538907917474,-0.07993005122721017,-0.15154995419540784,-0.11217261242155566
COL4A6,-0.01893649581923572,-0.019532263705162083,-0.026724635374311186,-0.018508533737643777,,-0.04525754536305193,0.03929067652715735
FST,-0.02383169881510076,-0.014341834018736373,-0.025149755757576147,-0.031240455157254522,-0.012782799336507191,0.08100267155884364,0.104884107610482
MEGF10,-0.01579047986409273,-0.050907583778196784,0.0396331081104653,-0.0651663166498647,-0.005240609486684591,-0.009450467198886515,-0.08982299003767237
C1QB,-0.08244223890911138,-0.10228428532679155,-0.06716318288076555,-0.061007928887836016,0.03000968205652361,0.03230313428821959,-0.1750094764160737
HLA-B,0.051207494726769553,-0.07077943574922585,-0.05982269028003881,0.011756765335343476,0.02173508270318652,-0.0580242635612361,0.004057550009374588
PDGFA,-0.09405857273590229,-0.021883355682325304,-0.05208146252033373,-0.0533745255973269,0.036079921306776445,0.016487812953049113,-0.11042449656275245
LAMA3,0.0028525267063563738,0.14552897959589498,0.03062895356996582,-0.011097940848708304,0.1591643934607585,,-0.0408712097656379
DKK1,-0.026385162726007702,,-0.024026591542390275,0.07617306143514398,,-0.023160755281505397,0.04304109664084771
INHBA,-0.02433038800741803,-0.022577953382915312,0.05027691773019928,-0.0017078272857295976,0.02083880249356502,-0.058628525355307305,0.06771644751401769
IL7,-0.024702659251832973,0.147589329673848,-0.015002699084715434,0.060899478341357026,0.009805246994495241,,-0.05037002652628316
FABP5,-0.05022172756703688,0.10035681218680934,0.0010754480179654448,-0.023133918597086484,0.04027697825746885,0.09295939319850857,0.021206838888386075
CCL4,-0.023888242301270443,-0.08720910173369925,-0.03137843498798289,-0.03864158172380609,-0.042558780264258744,0.03252172354892724,-0.06817536976838558
FBN1,-0.007510032200468038,0.04444028852548601,-0.06680146633823159,0.009946920590771255,-0.04923572025887226,-0.05860477798243232,0.06201851739087578
TCTN1,-0.040584192123208074,-0.0562994065366764,-0.03489614327316943,-0.03523660795026723,-0.022003486708832686,0.012195914951505748,-0.06850519791738953
NCR3LG1,,,,,,,-0.03182622950119465
BMP7,-0.04189035791242981,0.027084628635707278,-0.031112722788326157,0.06591671287306114,0.058711751478650105,-0.017537787003779202,-0.010756310865652704
NLGN2,0.042267051798489344,-0.04518779048551747,0.004454293677406791,0.00781271704235613,-0.0028095704973527097,-0.05763007169418635,-0.06707329666368719
CCL25,0.036130788729599406,-0.024360291448319818,-0.015650706653301354,,,-0.04375241633335385,0.02742505790084335
NPNT,0.02892341609264042,0.02282667505528945,-0.07532499231993535,0.043623741767449424,-0.01880371228082583,0.05055935309903391,-0.11418183209203848
KITLG,0.00724658860586398,0.00032719343209274205,-0.039428797797184244,-0.04128415717460281,-0.0011198477728955043,0.0662239014203591,-0.013956093739684337
MADCAM1,-0.02232182685583534,0.1040578759236161,-0.0005333770872557507,0.007885371806858835,,-0.06195016561307973,0.12230157169947876
F12,-0.018525874958811122,-0.035588582695536504,0.08112849429577057,0.05473690481852189,0.07724888953091413,-0.0926203191587966,-0.01224815966613968
S100B,-0.12653572000981883,-0.17675975990817525,-0.062152887962623825,-0.10251749528541869,-0.014592565448212342,0.045502415792610225,-0.18638295984339492
IL27,-0.020984037639497955,-0.02126054976441689,,-0.01287083823670664,,-0.039545209849560885,0.07105200168268734
CD99,0.05336219783775491,-0.11454144380503085,-0.05905746063487659,0.11522839561490796,0.027701895698524687,0.05597527562521821,-0.05382341872068774
PDGFB,-0.045618367144032904,-0.08934275524825501,-0.04656021539456781,-0.05080464926011412,0.040552948533718866,-0.10970502174091254,-0.09070597726306848
CLEC2D,0.03652321551664584,-0.003401732867992248,-0.053151169555444064,0.0391383327723531,-0.017036574064102868,-0.018434819074938297,-0.03019406834137805
F8,-0.04212753245201684,0.017880008880703607,-0.0199730938231082,0.02908951909123583,0.01680573028319687,-0.003557324975106525,-0.08591190115793979
C3,-0.12979171045698898,-0.19003693994182963,-0.08408390623775167,-0.07782206597698774,0.03266173534959395,0.00471150971771205,-0.03749391708574189
DLK2,-0.017332678445740653,0.04566208173140056,0.03696819673129656,-0.028689949705346232,0.014671286755543326,0.037865345363109364,-0.015397755097941272
TSLP,0.104399257496822,0.15102537598214044,0.03364750816466984,-0.002594245057686569,0.09706771844408069,0.03940090540796186,0.21038159619931612
OSM,0.05040082262413445,0.02730468977383099,-0.03418054193468005,0.0034258091295947604,0.05653008084724274,0.09000950543947647,0.09183702986956077
PRND,-0.015407610461106608,,-0.01362261350620831,,-0.03296535036926777,,
SLPI,0.03206837098192613,0.1312665401222411,-0.05137454299660248,-0.0070257548413623205,0.0423151013697543,0.13938578845469732,0.14993701779587598
AFDN,-0.04262552424344245,0.02737883292149553,-0.07973363083673196,-0.017647182757994102,-0.03804406997997594,-0.06956103180191238,0.07208111493215012
KISS1,,-0.022995464145276565,,,,-0.04381967538655909,
ULBP2,0.040246726018689165,0.0337497872075145,0.023760700458838633,0.014900659566492272,0.061348385390812214,-0.04224101878402994,0.030438440019769874
ICAM4,-0.013844345618796954,-0.014309559441421245,,-0.01493335954577547,,,0.05437469117456536
TDGF1,,,,-0.011125454120044202,,,
ANGPTL1,0.005473629243979529,-0.01353899968043122,-0.056478608998086155,-0.013181998291050278,0.03963450966217393,,-0.03057171918334517
LTBP1,0.02736881353137063,-0.0210010448336873,0.046765470372235746,-0.0362057386981045,-0.044183326986890016,-0.04287090301464392,0.13330046183890132
NTN4,-0.0045929104843654206,0.0615687018955811,0.02333722819131249,-0.031969133225303634,-0.01329733858299927,-0.08105494943829142,0.0251639886219283
APP,-0.03756781571054831,-0.03574340280472555,0.05209078854159232,-0.034953442942906546,0.014318103626496917,0.03228494496307064,-0.2042345043688804
RIMS2,-0.03916974690855298,-0.011603276607658329,0.09323838544577467,-0.02889721368168044,0.00290837731632725,-0.05095081065628923,-0.09947364371996627
WNT7A,-0.015901046665854193,-0.0018363484302534364,0.019606192630038977,0.06976488751930886,,-0.05798822992970834,-0.01662981853244969
GAST,,,,,,,0.09337087815106737
GPI,0.060720250105633984,0.1396413535413088,0.041854952101044667,0.023812463356985523,-0.020157660571782872,0.00138389132218103,0.18938367347417032
IL1B,-0.034497117716778374,-0.0564738077345057,-0.00262392130437512,-0.03763271806516248,0.014033652672494823,0.1034445566308427,0.03915247027671101
SFTPA2,,,,,,,0.08984530927677341
HAS2,0.06117388081104612,-0.01568572469246725,-0.018552296518138032,0.0010009440655479305,0.005485503819031384,0.04950013081949669,0.11650237117310992
IL11,-0.004908638168987045,0.02433864981314442,0.11683757426636296,0.08429235632249725,-0.01377661133204829,-0.03732560115093338,0.05487873194141701
SEMA4B,-0.07436433005369869,-0.016857242994045514,-0.05235796123186221,0.03449472853196088,0.016951812169479403,0.036563629735137194,0.042395993407498694
FGF12,-0.06563345755625198,-0.0016854228720474148,-0.014404357257275176,-0.06753934192178895,0.010779722188422809,0.031409131218076786,-0.06453680066804053
CP,-0.014556074417722838,-0.0033954306868675833,-0.04459081117536741,-0.07252219638884858,0.026938077920493634,0.07936765820110211,0.10224170850460453
NLGN3,-0.13281849863515513,-0.10839617607996803,-0.03503611095178705,-0.07624345754086255,-0.025065890622227152,-0.008978292464700494,-0.08864061820260086
GZMB,0.07372808488617864,-0.018185873078536967,,-0.025258291270010037,-0.0013853320720339274,,-0.01443871100890533
PROC,0.033332077803806794,-0.034224888464580584,-0.0011725918024854452,0.033061850590529816,,-0.013277077393202861,-0.026186659177908776
TNFSF11,-0.014250441178761453,,,,0.062280109893927176,,-0.026850025824458498
AGT,-0.13815808343841648,-0.10338023527063632,-0.0681475328781446,-0.08328683201938442,0.0017449032749219048,0.11462121868643642,-0.12181030729679068
PTHLH,0.0037890434500178986,0.054939496814041255,0.03984375856613899,-0.002588890625662225,-0.04830828918194626,-0.028799425133834062,-0.011216363430611507
COL1A1,-0.06269290964290437,-0.026140318659736334,-0.06464384506937965,-0.020804924005966157,-0.03248263443139628,-0.10746725526613382,0.011211024217503019
LAMB2,-0.025098290935033775,-0.015878917483199556,-0.05287487777797812,-0.025964813954657252,0.02501263039814228,0.10476818315784209,-0.05647522969834643
DSC2,0.010160261214777732,0.12378706231790695,0.0672036243694208,-0.021809259445628185,0.009491375729632632,-0.03356242735101282,0.08982956405977524
WNT5B,0.04214987809433251,0.03630164246021776,-0.022583834244161632,-0.014483898902712945,0.017250799252946668,0.014144454036360006,-0.02646956503494189
LEFTY1,0.08353869605607255,-0.02455449544704074,0.08638657185807423,0.005911756317719844,,-0.020985173332698785,0.18761234455653278
FGL1,-0.02695184855071299,0.0027280644602348278,0.027293343048350082,,,,-0.0036422237148784186
CXCL5,0.024233097564648205,-0.014309557882123259,-0.013477435743567414,-0.01355377527147939,0.06384921148524754,0.05898606419367382,0.15157686955893349
S100A1,0.018837917204570308,-0.035203369086375405,0.04833197983430567,-0.04976086041928078,0.14961517859316367,0.07829335204135032,-0.06739642805632418
C4BPA,,0.005046198448061427,,-0.016109835875641482,,,
NPTX1,0.00010800035483473917,-0.021296424130083355,0.08124135418039395,0.005956821852728427,-0.013550053566228364,-0.06819523155075628,-0.136752228955663
TGS1,0.026660060973490444,0.014029634619898014,-0.0019232583532200417,-0.01614819688753903,-0.01272772168096086,-0.027034077112335405,0.0516277315693681
SST,-0.04517451546927519,0.01759335479323763,0.09372565328395109,-0.013325528087705485,,,-0.06702073222793138
IL34,-0.07963768744885287,0.01815125917809821,0.01863937455504763,0.002570791132805408,-0.00503212157749905,-0.0823925491533982,-0.057147350471513376
XCL2,0.132524435870712,,,-0.017301974640148723,-0.017913030121998366,,0.0015139229407674598
TF,0.015267737215660005,0.021933725664012305,-0.05244277642018788,-0.023403705889234044,-0.011347813613289745,-0.04058700503373019,-0.11982684410555682
IL33,0.050551823750978574,-0.09009389062872787,-0.052514868950204435,-0.06542787065720865,0.041323405116706895,0.04815547944199329,0.0685709558906287
RBP4,0.021334187977431522,0.04083423690501233,-0.024713026957661224,0.008333333822158182,-0.021006021409429428,0.0319255851858964,-0.11661760486754258
CCL19,,,,-0.010291844693410952,-0.021157398329306847,,-0.03936149312875151
CCL20,0.02585725076218216,-0.03578745140438584,-0.012417040039311695,0.045368200653943064,0.054278470579521045,-0.061950058015622096,0.2036140376501964
NAMPT,0.08871014172271297,0.16078289842415233,-0.0341036537729406,0.0854695873932682,0.05351403857106698,0.03735889688527983,0.08504332920311054
